ENSG00000167323,STIM1
ENSG00000121060,TRIM25
ENSG00000156587,UBE2L6
ENSG00000182179,UBA7
ENSG00000187608,ISG15
ENSG00000184900,SUMO3
ENSG00000131944,FAAP24
ENSG00000187790,FANCM
ENSG00000169689,CENPX
ENSG00000175279,CENPS
ENSG00000140525,FANCI
ENSG00000144554,FANCD2
ENSG00000175198,PCCA
ENSG00000114054,PCCB
ENSG00000275300,MCCC2
ENSG00000078070,MCCC1
ENSG00000175505,CLCF1
ENSG00000006016,CRLF1
ENSG00000130175,PRKCSH
ENSG00000089597,GANAB
ENSG00000179218,CALR
ENSG00000283777,CANX
ENSG00000182185,RAD51B
ENSG00000243678,NME2
ENSG00000239672,NME1
ENSG00000157500,APPL1
ENSG00000187323,DCC
ENSG00000179222,MAGED1
ENSG00000113763,UNC5A
ENSG00000221823,PPP3R1
ENSG00000120910,PPP3CC
ENSG00000171791,BCL2
ENSG00000002330,BAD
ENSG00000030110,BAK1
ENSG00000172115,CYCS
ENSG00000101966,XIAP
ENSG00000164305,CASP3
ENSG00000165806,CASP7
ENSG00000132906,CASP9
ENSG00000184047,DIABLO
ENSG00000169598,DFFB
ENSG00000160049,DFFA
ENSG00000114030,KPNA1
ENSG00000108424,KPNB1
ENSG00000180370,PAK2
ENSG00000071205,ARHGAP10
ENSG00000137275,RIPK1
ENSG00000129465,RIPK3
ENSG00000131979,GCH1
ENSG00000137880,GCHFR
ENSG00000244687,UBE2V1
ENSG00000175104,TRAF6
ENSG00000134070,IRAK2
ENSG00000113070,HBEGF
ENSG00000198898,CAPZA2
ENSG00000077549,CAPZB
ENSG00000177938,CAPZA3
ENSG00000116489,CAPZA1
ENSG00000114745,GORASP1
ENSG00000167110,GOLGA2
ENSG00000106799,TGFBR1
ENSG00000088832,FKBP1A
ENSG00000113319,RASGRF2
ENSG00000058335,RASGRF1
ENSG00000120251,GRIA2
ENSG00000155511,GRIA1
ENSG00000105397,TYK2
ENSG00000142166,IFNAR1
ENSG00000162851,TFB2M
ENSG00000099821,POLRMT
ENSG00000128191,DGCR8
ENSG00000113360,DROSHA
ENSG00000116918,TSNAX
ENSG00000211460,TSN
ENSG00000076108,BAZ2A
ENSG00000119772,DNMT3A
ENSG00000142182,DNMT3L
ENSG00000088305,DNMT3B
ENSG00000055130,CUL1
ENSG00000111530,CAND1
ENSG00000072274,TFRC
ENSG00000010704,HFE
ENSG00000091513,TF
ENSG00000225312,HSD17B8
ENSG00000145439,CBR4
ENSG00000157456,CCNB2
ENSG00000100241,SBF1
ENSG00000087053,MTMR2
ENSG00000003987,MTMR7
ENSG00000104643,MTMR9
ENSG00000051382,PIK3CB
ENSG00000105647,PIK3R2
ENSG00000171608,PIK3CD
ENSG00000117461,PIK3R3
ENSG00000141506,PIK3R5
ENSG00000105851,PIK3CG
ENSG00000169499,PLEKHA2
ENSG00000163629,PTPN13
ENSG00000107679,PLEKHA1
ENSG00000139505,MTMR6
ENSG00000133812,SBF2
ENSG00000171100,MTM1
ENSG00000150712,MTMR12
ENSG00000033327,GAB2
ENSG00000150995,ITPR1
,MRVI1
ENSG00000111679,PTPN6
ENSG00000261371,PECAM1
ENSG00000179295,PTPN11
ENSG00000160712,IL6R
ENSG00000136244,IL6
ENSG00000115415,STAT1
ENSG00000168610,STAT3
ENSG00000128052,KDR
ENSG00000113905,HRG
ENSG00000122194,PLG
ENSG00000182718,ANXA2
ENSG00000197747,S100A10
ENSG00000276838,SERPINF2
ENSG00000122861,PLAU
ENSG00000011422,PLAUR
ENSG00000165240,ATP7A
ENSG00000120509,PDZD11
ENSG00000103249,CLCN7
ENSG00000081087,OSTM1
ENSG00000136810,TXN
ENSG00000265972,TXNIP
ENSG00000162711,NLRP3
ENSG00000103313,MEFV
ENSG00000140368,PSTPIP1
ENSG00000103490,PYCARD
ENSG00000135346,CGA
ENSG00000104826,LHB
ENSG00000126895,AVPR2
ENSG00000101200,AVP
ENSG00000115263,GCG
ENSG00000215644,GCGR
ENSG00000122679,RAMP3
ENSG00000004948,CALCR
ENSG00000132329,RAMP1
ENSG00000134200,TSHB
ENSG00000179600,GPHB5
ENSG00000149735,GPHA2
ENSG00000064989,CALCRL
ENSG00000131477,RAMP2
ENSG00000065325,GLP2R
ENSG00000131808,FSHB
ENSG00000138448,ITGAV
ENSG00000082781,ITGB5
ENSG00000103496,STX4
ENSG00000265808,SEC22B
ENSG00000106571,GLI3
ENSG00000185920,PTCH1
ENSG00000111087,GLI1
ENSG00000074047,GLI2
ENSG00000107882,SUFU
ENSG00000133961,NUMB
ENSG00000078747,ITCH
ENSG00000011198,ABHD5
ENSG00000166819,PLIN1
ENSG00000079435,LIPE
ENSG00000170323,FABP4
ENSG00000153822,KCNJ16
ENSG00000157551,KCNJ15
ENSG00000177807,KCNJ10
ENSG00000161921,CXCL16
ENSG00000172215,CXCR6
ENSG00000197405,C5AR1
ENSG00000106804,C5
ENSG00000006210,CX3CL1
ENSG00000168329,CX3CR1
ENSG00000179002,TAS1R2
ENSG00000169962,TAS1R3
ENSG00000173662,TAS1R1
ENSG00000136928,GABBR2
ENSG00000204681,GABBR1
ENSG00000243646,IL10RB
ENSG00000104064,GABPB1
ENSG00000154727,GABPA
ENSG00000083312,TNPO1
ENSG00000117245,KIF17
ENSG00000243955,GSTA1
ENSG00000244067,GSTA2
ENSG00000001084,GCLC
ENSG00000023909,GCLM
ENSG00000254647,INS
ENSG00000171105,INSR
ENSG00000173208,ABCD2
ENSG00000101986,ABCD1
ENSG00000117528,ABCD3
ENSG00000138075,ABCG5
ENSG00000143921,ABCG8
ENSG00000160716,CHRNB2
ENSG00000101204,CHRNA4
ENSG00000080644,CHRNA3
ENSG00000117971,CHRNB4
ENSG00000111206,FOXM1
ENSG00000166851,PLK1
ENSG00000117724,CENPF
ENSG00000115353,TACR1
ENSG00000006128,TAC1
ENSG00000075073,TACR2
ENSG00000180914,OXTR
ENSG00000101405,OXT
ENSG00000147571,CRH
ENSG00000145708,CRHBP
ENSG00000123146,ADGRE5
ENSG00000196352,CD55
ENSG00000100211,CBY1
ENSG00000168036,CTNNB1
ENSG00000178585,CTNNBIP1
ENSG00000100888,CHD8
ENSG00000180398,MCFD2
ENSG00000074695,LMAN1
ENSG00000170348,TMED10
ENSG00000086598,TMED2
ENSG00000010610,CD4
ENSG00000182866,LCK
ENSG00000115839,RAB3GAP1
ENSG00000118873,RAB3GAP2
ENSG00000148053,NTRK2
ENSG00000176697,BDNF
ENSG00000225950,NTF4
ENSG00000100385,IL2RB
ENSG00000162434,JAK1
ENSG00000105639,JAK3
ENSG00000147168,IL2RG
ENSG00000120899,PTK2B
ENSG00000105246,EBI3
ENSG00000197272,IL27
ENSG00000110400,NECTIN1
ENSG00000177707,NECTIN3
ENSG00000143217,NECTIN4
ENSG00000130202,NECTIN2
ENSG00000073008,PVR
ENSG00000113302,IL12B
ENSG00000168811,IL12A
ENSG00000096996,IL12RB1
ENSG00000081985,IL12RB2
ENSG00000096968,JAK2
ENSG00000137462,TLR2
ENSG00000174125,TLR1
ENSG00000174130,TLR6
ENSG00000168214,RBPJ
ENSG00000100603,SNW1
ENSG00000148400,NOTCH1
ENSG00000100644,HIF1A
ENSG00000101384,JAG1
ENSG00000184916,JAG2
ENSG00000110395,CBL
ENSG00000149294,NCAM1
ENSG00000130287,NCAN
ENSG00000134871,COL4A2
ENSG00000187498,COL4A1
ENSG00000206435,HLA-C
ENSG00000273686,B2M
ENSG00000274739,KIR2DS5
ENSG00000011600,TYROBP
ENSG00000258227,CLEC5A
ENSG00000096264,NCR2
ENSG00000101307,SIRPB1
ENSG00000124731,TREM1
ENSG00000095970,TREM2
ENSG00000186407,CD300E
ENSG00000178789,CD300LB
ENSG00000100351,GRAP2
ENSG00000043462,LCP2
ENSG00000136158,SPRY2
ENSG00000153071,DAB2
ENSG00000081479,LRP2
ENSG00000124333,VAMP7
ENSG00000173744,AGFG1
ENSG00000078053,AMPH
ENSG00000136717,BIN1
ENSG00000161011,SQSTM1
ENSG00000198909,MAP3K3
ENSG00000187840,EIF4EBP1
ENSG00000151247,EIF4E
ENSG00000134250,NOTCH2
ENSG00000137496,IL18BP
ENSG00000150782,IL18
ENSG00000115604,IL18R1
ENSG00000164136,IL15
ENSG00000134470,IL15RA
ENSG00000126456,IRF3
ENSG00000185507,IRF7
ENSG00000005339,CREBBP
ENSG00000074181,NOTCH3
ENSG00000163435,ELF3
ENSG00000018236,CNTN1
ENSG00000110492,MDK
ENSG00000198719,DLL1
ENSG00000065978,YBX1
ENSG00000164683,HEY1
ENSG00000160973,FOXH1
ENSG00000175550,DRAP1
ENSG00000064309,CDON
ENSG00000144857,BOC
ENSG00000110944,IL23A
ENSG00000162594,IL23R
ENSG00000138378,STAT4
ENSG00000113889,KNG1
ENSG00000108561,C1QBP
ENSG00000185010,F8
ENSG00000110799,VWF
ENSG00000101981,F9
ENSG00000143278,F13B
ENSG00000124491,F13A1
ENSG00000115718,PROC
ENSG00000101000,PROCR
ENSG00000154589,LY96
ENSG00000136869,TLR4
ENSG00000163220,S100A9
ENSG00000143546,S100A8
ENSG00000130522,JUND
ENSG00000125740,FOSB
ENSG00000242335,CFB
ENSG00000125730,C3
ENSG00000104879,CKM
ENSG00000166165,CKB
ENSG00000117592,PRDX6
ENSG00000084207,GSTP1
ENSG00000185122,HSF1
ENSG00000230989,HSBP1
ENSG00000108953,YWHAE
ENSG00000158941,CCAR2
ENSG00000096717,SIRT1
ENSG00000125968,ID1
ENSG00000157557,ETS2
ENSG00000105722,ERF
ENSG00000197442,MAP3K5
ENSG00000147883,CDKN2B
ENSG00000172216,CEBPB
ENSG00000198178,CLEC4C
ENSG00000158869,FCER1G
ENSG00000166523,CLEC4E
ENSG00000006062,MAP3K14
ENSG00000213341,CHUK
ENSG00000077150,NFKB2
ENSG00000104856,RELB
ENSG00000172175,MALT1
ENSG00000064012,CASP8
ENSG00000090659,CD209
ENSG00000108622,ICAM2
ENSG00000075218,GTSE1
ENSG00000117399,CDC20
ENSG00000164109,MAD2L1
ENSG00000136997,MYC
ENSG00000123374,CDK2
ENSG00000105173,CCNE1
ENSG00000112312,GMNN
ENSG00000167513,CDT1
ENSG00000006634,DBF4
ENSG00000097046,CDC7
ENSG00000133101,CCNA1
ENSG00000145386,CCNA2
ENSG00000139289,PHLDA1
ENSG00000288307,CTDNEP1
ENSG00000205423,CNEP1R1
ENSG00000135476,ESPL1
ENSG00000164611,PTTG1
ENSG00000129933,MAU2
ENSG00000164190,NIPBL
ENSG00000112029,FBXO5
ENSG00000073712,FERMT2
ENSG00000162458,FBLIM1
ENSG00000150093,ITGB1
ENSG00000166333,ILK
ENSG00000197702,PARVA
ENSG00000129675,ARHGEF6
ENSG00000188677,PARVB
ENSG00000148484,RSU1
ENSG00000169756,LIMS1
ENSG00000072110,ACTN1
ENSG00000091409,ITGA6
ENSG00000132470,ITGB4
ENSG00000196776,CD47
ENSG00000198053,SIRPA
ENSG00000089012,SIRPG
ENSG00000161270,NPHS1
ENSG00000183853,KIRREL1
ENSG00000118898,PPL
ENSG00000167880,EVPL
ENSG00000189337,KAZN
ENSG00000167754,KLK5
ENSG00000133710,SPINK5
ENSG00000186474,KLK12
ENSG00000178172,SPINK6
ENSG00000167759,KLK13
ENSG00000129437,KLK14
ENSG00000204909,SPINK9
ENSG00000077782,FGFR1
ENSG00000011201,ANOS1
ENSG00000165029,ABCA1
ENSG00000118137,APOA1
ENSG00000132855,ANGPTL3
ENSG00000130173,ANGPTL8
ENSG00000126261,UBA2
ENSG00000142230,SAE1
ENSG00000112576,CCND3
ENSG00000069956,MAPK6
ENSG00000005884,ITGA3
ENSG00000135424,ITGA7
ENSG00000164171,ITGA2
ENSG00000213949,ITGA1
ENSG00000182220,ATP6AP2
ENSG00000143839,REN
ENSG00000117481,NSUN4
ENSG00000122085,MTERF4
ENSG00000259207,ITGB3
ENSG00000005961,ITGA2B
ENSG00000130164,LDLR
ENSG00000169174,PCSK9
,TMEM173
ENSG00000183735,TBK1
ENSG00000139193,CD27
ENSG00000125726,CD70
ENSG00000135960,EDAR
ENSG00000158813,EDA
ENSG00000131080,EDA2R
ENSG00000120337,TNFSF18
ENSG00000186891,TNFRSF18
ENSG00000186827,TNFRSF4
ENSG00000117586,TNFSF4
ENSG00000215788,TNFRSF25
ENSG00000181634,TNFSF15
ENSG00000106952,TNFSF8
ENSG00000120949,TNFRSF8
ENSG00000125657,TNFSF9
ENSG00000049249,TNFRSF9
ENSG00000101213,PTK6
ENSG00000121774,KHDRBS1
ENSG00000186635,ARAP1
ENSG00000142208,AKT1
ENSG00000115325,DOK1
ENSG00000196396,PTPN1
ENSG00000178078,STAP2
ENSG00000184557,SOCS3
ENSG00000143127,ITGA10
ENSG00000275931,GP6
ENSG00000132155,RAF1
ENSG00000164924,YWHAZ
ENSG00000162493,PDPN
ENSG00000165682,CLEC1B
ENSG00000197461,PDGFA
ENSG00000100311,PDGFB
ENSG00000169896,ITGAM
ENSG00000160255,ITGB2
ENSG00000154721,JAM2
ENSG00000166086,JAM3
ENSG00000115232,ITGA4
ENSG00000005844,ITGAL
ENSG00000140678,ITGAX
ENSG00000117091,CD48
ENSG00000122223,CD244
ENSG00000116815,CD58
ENSG00000116824,CD2
ENSG00000161638,ITGA5
ENSG00000160593,JAML
ENSG00000154639,CXADR
ENSG00000240972,MIF
ENSG00000019582,CD74
ENSG00000120156,TEK
ENSG00000154188,ANGPT1
ENSG00000091879,ANGPT2
ENSG00000101280,ANGPT4
ENSG00000168918,INPP5D
ENSG00000124181,PLCG1
ENSG00000172270,BSG
ENSG00000100023,PPIL2
ENSG00000105974,CAV1
ENSG00000196262,PPIA
ENSG00000155465,SLC7A7
ENSG00000168003,SLC3A2
ENSG00000092068,SLC7A8
ENSG00000021488,SLC7A9
ENSG00000151012,SLC7A11
ENSG00000103257,SLC7A5
ENSG00000130876,SLC7A10
ENSG00000103064,SLC7A6
ENSG00000136750,GAD2
ENSG00000128683,GAD1
ENSG00000186090,HTR3D
ENSG00000166736,HTR3A
ENSG00000186038,HTR3E
ENSG00000149305,HTR3B
ENSG00000178084,HTR3C
ENSG00000175387,SMAD2
ENSG00000177628,GBA
ENSG00000197746,PSAP
ENSG00000112799,LY86
ENSG00000134061,CD180
ENSG00000118004,COLEC11
ENSG00000127241,MASP1
ENSG00000169562,GJB1
ENSG00000165474,GJB2
ENSG00000152661,GJA1
ENSG00000277401,TJP1
ENSG00000069869,NEDD4
ENSG00000138032,PPM1B
ENSG00000136068,FLNB
ENSG00000137033,IL33
ENSG00000115602,IL1RL1
ENSG00000125571,IL37
ENSG00000100368,CSF2RB
ENSG00000198223,CSF2RA
ENSG00000164400,CSF2
ENSG00000091181,IL5RA
ENSG00000113525,IL5
,TEC
ENSG00000141968,VAV1
ENSG00000095585,BLNK
ENSG00000077238,IL4R
ENSG00000131724,IL13RA1
ENSG00000169194,IL13
ENSG00000123496,IL13RA2
ENSG00000168685,IL7R
ENSG00000127616,SMARCA4
ENSG00000185658,BRWD1
ENSG00000164485,IL22RA2
ENSG00000127318,IL22
ENSG00000185436,IFNLR1
ENSG00000172349,IL16
ENSG00000008517,IL32
ENSG00000196415,PRTN3
ENSG00000122025,FLT3
ENSG00000090554,FLT3LG
ENSG00000108342,CSF3
ENSG00000119535,CSF3R
ENSG00000084652,TXLNA
ENSG00000106089,STX1A
ENSG00000112964,GHR
ENSG00000113494,PRLR
ENSG00000131323,TRAF3
ENSG00000028137,TNFRSF1B
ENSG00000102245,CD40LG
ENSG00000101017,CD40
ENSG00000159958,TNFRSF13C
ENSG00000102524,TNFSF13B
ENSG00000076641,PAG1
ENSG00000103653,CSK
ENSG00000134242,PTPN22
ENSG00000213658,LAT
ENSG00000082074,FYB1
ENSG00000158092,NCK1
ENSG00000135341,MAP3K7
ENSG00000055208,TAB2
ENSG00000163600,ICOS
ENSG00000160223,ICOSLG
ENSG00000157873,TNFRSF14
ENSG00000186265,BTLA
ENSG00000121594,CD80
ENSG00000178562,CD28
ENSG00000114013,CD86
ENSG00000100906,NFKBIA
ENSG00000141367,CLTC
ENSG00000122705,CLTA
ENSG00000242574,HLA-DMB
ENSG00000204257,HLA-DMA
ENSG00000153283,CD96
ENSG00000139626,ITGB7
ENSG00000206493,HLA-E
ENSG00000039068,CDH1
ENSG00000139187,KLRG1
ENSG00000150637,CD226
ENSG00000091972,CD200
ENSG00000163606,CD200R1
ENSG00000235346,HLA-G
ENSG00000275583,KIR2DS2
ENSG00000069493,CLEC2D
ENSG00000111796,KLRB1
ENSG00000158125,XDH
ENSG00000124557,BTN1A1
ENSG00000115221,ITGB6
ENSG00000105329,TGFB1
ENSG00000090006,LTBP4
ENSG00000077943,ITGA8
ENSG00000105855,ITGB8
ENSG00000064692,SNCAIP
ENSG00000185345,PRKN
ENSG00000145335,SNCA
ENSG00000124486,USP9X
ENSG00000137642,SORL1
ENSG00000142192,APP
ENSG00000145782,ATG12
ENSG00000197548,ATG7
ENSG00000152348,ATG10
ENSG00000057663,ATG5
ENSG00000176194,CIDEA
ENSG00000187288,CIDEC
ENSG00000113721,PDGFRB
ENSG00000134853,PDGFRA
ENSG00000163513,TGFBR2
ENSG00000166913,YWHAB
ENSG00000126934,MAP2K2
ENSG00000169032,MAP2K1
ENSG00000141068,KSR1
ENSG00000075413,MARK3
ENSG00000136807,CDK9
ENSG00000129315,CCNT1
ENSG00000165898,ISCA2
ENSG00000135070,ISCA1
ENSG00000160703,NLRX1
ENSG00000088888,MAVS
ENSG00000169855,ROBO1
ENSG00000145147,SLIT2
ENSG00000185652,NTF3
ENSG00000179841,AKAP5
ENSG00000154134,ROBO3
ENSG00000000971,CFH
ENSG00000177455,CD19
ENSG00000110651,CD81
ENSG00000149131,SERPING1
ENSG00000182326,C1S
ENSG00000288512,C1R
ENSG00000178772,CPN2
ENSG00000120054,CPN1
ENSG00000198910,L1CAM
ENSG00000099250,NRP1
ENSG00000144668,ITGA9
ENSG00000102882,MAPK3
ENSG00000100030,MAPK1
ENSG00000039537,C6
ENSG00000179115,FARSA
ENSG00000116120,FARSB
ENSG00000244734,HBB
ENSG00000206172,HBA1
ENSG00000188536,HBA2
ENSG00000108854,SMURF2
ENSG00000284126,SMURF1
ENSG00000049759,NEDD4L
ENSG00000103266,STUB1
ENSG00000130725,UBE2M
ENSG00000285246,NEDD8
ENSG00000155827,RNF20
ENSG00000103549,RNF40
ENSG00000111816,FRK
ENSG00000233948,TRIM27
ENSG00000137809,ITGA11
ENSG00000156886,ITGAD
ENSG00000083457,ITGAE
ENSG00000142798,HSPG2
ENSG00000288299,LDHA
ENSG00000111716,LDHB
ENSG00000163541,SUCLG1
ENSG00000172340,SUCLG2
ENSG00000136143,SUCLA2
ENSG00000102265,TIMP1
ENSG00000100985,MMP9
ENSG00000157227,MMP14
ENSG00000035862,TIMP2
ENSG00000102054,RBBP7
ENSG00000128708,HAT1
ENSG00000135903,PAX3
ENSG00000084676,NCOA1
ENSG00000163930,BAP1
ENSG00000172534,HCFC1
ENSG00000100324,TAB1
ENSG00000145604,SKP2
ENSG00000070010,UFD1
ENSG00000165280,VCP
ENSG00000180667,YOD1
ENSG00000019995,ZRANB1
ENSG00000134982,APC
ENSG00000066427,ATXN3
ENSG00000124356,STAMBP
ENSG00000136738,STAM
ENSG00000140538,NTRK3
ENSG00000105426,PTPRS
ENSG00000106366,SERPINE1
ENSG00000109072,VTN
ENSG00000173402,DAG1
ENSG00000188157,AGRN
ENSG00000142867,BCL10
ENSG00000187122,SLIT1
ENSG00000188559,RALGAPA2
ENSG00000170471,RALGAPB
ENSG00000173230,GOLGB1
ENSG00000182827,ACBD3
ENSG00000100099,HPS4
ENSG00000107521,HPS1
ENSG00000163083,INHBB
ENSG00000122641,INHBA
ENSG00000108950,FAM20A
ENSG00000177706,FAM20C
ENSG00000143799,PARP1
ENSG00000002016,RAD52
ENSG00000163961,RNF168
ENSG00000067066,SP100
ENSG00000139372,TDG
ENSG00000165392,WRN
ENSG00000154767,XPC
ENSG00000187098,MITF
ENSG00000172845,SP3
ENSG00000067369,TP53BP1
ENSG00000147889,CDKN2A
ENSG00000177374,HIC1
ENSG00000183770,FOXL2
ENSG00000100201,DDX17
ENSG00000182568,SATB1
ENSG00000178691,SUZ12
ENSG00000068024,HDAC4
ENSG00000116478,HDAC1
ENSG00000196591,HDAC2
ENSG00000170004,CHD3
ENSG00000092199,HNRNPC
ENSG00000055044,NOP58
ENSG00000198900,TOP1
ENSG00000131747,TOP2A
ENSG00000077097,TOP2B
ENSG00000143379,SETDB1
ENSG00000171681,ATF7IP
ENSG00000100462,PRMT5
ENSG00000116455,WDR77
ENSG00000158828,PINK1
ENSG00000178568,ERBB4
ENSG00000189056,RELN
ENSG00000147852,VLDLR
ENSG00000141505,ASGR1
ENSG00000161944,ASGR2
ENSG00000120738,EGR1
ENSG00000101115,SALL4
ENSG00000179632,MAF1
ENSG00000160007,ARHGAP35
ENSG00000145715,RASA1
ENSG00000285460,BCAR1
ENSG00000143171,RXRG
ENSG00000172819,RARG
ENSG00000186350,RXRA
