Gene,Score
GADD45A,0.32943648
AURKA,0.2027758
PCNA,0.43615997
BAX,0.4201744
SFN,0.6428797
PLK2,0.16571349
PLK3,0.16375037
RGCC,0.11564172
PLAGL1,0.07699341
ATF2,0.58919084
JUN,0.9641992
FOS,0.78451025
PMS2,0.11881566
MLH1,0.27497762
FANCC,0.15706927
DDB2,0.061340794
PRDM1,0.7136333
MDM2,0.1910697
MDM4,0.4668133
CCNG1,0.0861947
HIPK2,0.367995
PIN1,0.17500275
HIPK1,0.2275161
SSRP1,0.15707476
SUPT16H,0.09834175
CSNK2A1,0.9538244
CSNK2A2,0.25526175
TPX2,0.08538909
NOC2L,0.032004323
CDK5R1,0.038245745
CDK5,0.6309792
POU4F1,0.11476393
POU4F2,0.0002931654
BANP,0.06070201
PHF20,0.0981364
L3MBTL1,0.0654381
EHMT2,0.026270323
EHMT1,0.053484116
TFAP2A,0.9383139
DEK,0.20252223
TFAP2C,0.5297566
WWOX,0.01951178
TFAP2B,0.06624831
YEATS4,0.007201782
ESR1,0.73648155
ATAD2,0.15667376
VEGFA,0.14515707
TGFA,0.067759044
CDKN1A,0.91851336
RUNX1,0.87652314
TP73,0.49317262
ZFPM1,0.030476307
GATA1,0.55320287
CTSK,0.120106846
SERPINB13,0.052179657
CCND1,0.5178054
CDK4,0.9433009
ESRRA,0.12399804
PPARGC1A,0.8115995
TWIST1,0.5535941
RUNX2,0.87675524
NKX3-2,0.045238774
MSX2,0.28107968
SMAD4,0.98158455
SMAD1,0.7907684
RUNX3,0.6541056
SMAD3,0.8641139
TFDP1,0.083935805
E2F6,0.10189423
TFDP2,0.032954074
MGA,0.040913228
MAX,0.04906666
SUPT4H1,0.011337957
SUPT5H,0.16607244
ELOB,0.14141363
ELOC,0.3225506
GTF2F1,0.1955654
GTF2F2,0.16463044
NCBP2,0.01938013
NCBP1,0.022203196
TAP1,0.0137190735
TAP2,0.05705196
AMN,0.040956866
CUBN,0.7132832
MMUT,0.0042892057
MMAA,0.011578966
FASLG,0.6133602
FAS,0.207452
BAG4,0.04496799
TNFRSF1A,0.5658435
TNF,0.37104717
TAX1BP1,0.047597576
TNFAIP3,0.58683926
TNFRSF10A,0.2873951
TNFRSF10D,0.048120834
TNFRSF10B,0.24594305
NGF,0.06765023
NGFR,0.44526333
IRAK1,0.59612536
MYD88,0.7278555
NFKB1,0.8707053
RELA,0.99773943
UBE2B,0.012168439
RAD18,0.4709035
WDR48,0.08620743
USP1,0.1098729
REV3L,0.73798835
MAD2L2,0.015278925
RCHY1,0.17922284
POLH,0.097123176
TRIM25,0.1083927
UBE2L6,0.227974
UBA7,0.01972235
ISG15,0.642289
SUMO3,0.35846457
FAAP24,0.014708491
FANCM,0.035698168
CENPX,0.009693429
CENPS,0.038989246
FANCI,0.18502992
FANCD2,0.2440334
PCCA,0.06994534
PCCB,0.030290155
MCCC2,0.006335156
MCCC1,0.016071077
CLCF1,0.05228769
CRLF1,0.04717424
PRKCSH,0.13570781
GANAB,0.026129857
CALR,0.11843494
CANX,0.10378771
RAD51B,0.0063338387
NME2,0.0064500826
NME1,0.010825911
APPL1,0.4420367
DCC,0.05467178
MAGED1,0.0116689205
UNC5A,0.03462266
PPP3R1,0.04611311
PPP3CC,0.050719474
BCL2,0.88703245
BAD,0.09448995
BAK1,0.021098811
CYCS,0.0016388928
XIAP,0.80342096
CASP3,0.74717855
CASP7,0.61142707
CASP9,0.4853326
DIABLO,0.012826773
DFFB,0.053762663
DFFA,0.01487985
KPNA1,0.68061477
KPNB1,0.4768578
PAK2,0.50434965
ARHGAP10,0.39409727
RIPK1,0.7897521
RIPK3,0.3921057
GCH1,0.029436722
GCHFR,0.058054965
UBE2V1,0.016511219
TRAF6,0.97964454
IRAK2,0.6397442
HBEGF,0.113287896
CAPZA2,0.7851401
CAPZB,0.098614454
CAPZA3,0.05951546
CAPZA1,0.32527256
GORASP1,0.01582021
GOLGA2,0.0042173215
TGFBR1,0.7260919
FKBP1A,0.056307502
RASGRF2,0.25207144
RASGRF1,0.8765808
GRIA2,0.0818284
GRIA1,0.3990214
TYK2,0.6785879
IFNAR1,0.42277136
TFB2M,0.005060094
POLRMT,0.0047169966
DGCR8,0.048735943
DROSHA,0.15878908
TSNAX,0.01933567
TSN,0.032248612
BAZ2A,0.093746625
DNMT3A,0.21192177
DNMT3L,0.8604903
DNMT3B,0.26248863
CUL1,0.61815137
CAND1,0.15587628
TFRC,0.08834338
HFE,0.013451553
TF,0.09845808
HSD17B8,0.012036563
CBR4,0.01860441
CCNB2,0.0074014445
SBF1,0.40838605
MTMR2,0.10691367
MTMR7,0.049752593
MTMR9,0.028387206
PIK3CB,0.0690481
PIK3R2,0.7321705
PIK3CD,0.36701855
PIK3R3,0.39178407
PIK3R5,0.11210472
PIK3CG,0.42252037
PLEKHA2,0.03150757
PTPN13,0.62387663
PLEKHA1,0.09032159
MTMR6,0.012609527
SBF2,0.17555393
MTM1,0.013661923
MTMR12,0.0048058894
GAB2,0.67932105
ITPR1,0.14819135
MRVI1,0.047114536
PTPN6,0.86016035
PECAM1,0.29202098
PTPN11,0.7647321
IL6R,0.12442184
IL6,0.13888185
STAT1,0.9264308
STAT3,0.9905855
KDR,0.7619909
HRG,0.11110426
PLG,0.1495137
ANXA2,0.06115739
S100A10,0.05540748
SERPINF2,0.024468066
PLAU,0.08045173
PLAUR,0.034624048
ATP7A,0.2369614
PDZD11,0.016941156
CLCN7,0.011234407
OSTM1,0.010833318
TXN,0.18568584
TXNIP,0.34728345
NLRP3,0.10544504
MEFV,0.07936375
PSTPIP1,0.11201615
PYCARD,0.11792488
CGA,0.0728266
LHB,0.037978675
AVPR2,0.056381002
AVP,0.03304206
GCG,0.04227875
GCGR,0.042124443
RAMP3,0.0010904102
CALCR,0.08690826
RAMP1,0.0061919694
TSHB,0.009975383
GPHB5,0.03678176
GPHA2,0.03094739
CALCRL,0.03162095
RAMP2,0.0141600855
GLP2R,0.026607072
FSHB,0.024987968
ITGAV,0.19151314
ITGB5,0.06740957
STX4,0.0031022115
SEC22B,0.0028105967
GLI3,0.28173622
PTCH1,0.06930159
GLI1,0.1529637
GLI2,0.44542575
SUFU,0.017907716
NUMB,0.33117902
ITCH,0.6457088
ABHD5,0.038397066
PLIN1,0.092862174
LIPE,0.22258873
FABP4,0.07414298
KCNJ16,0.057310816
KCNJ15,0.07475949
KCNJ10,0.026754515
CXCL16,0.021042414
CXCR6,0.026623137
C5AR1,0.060251325
C5,0.10217402
CX3CL1,0.09482574
CX3CR1,0.064123996
TAS1R2,0.016450984
TAS1R3,0.013357774
TAS1R1,0.003171953
GABBR2,0.034022126
GABBR1,0.02261436
IL10RB,0.09147503
GABPB1,0.05548179
GABPA,0.37282756
TNPO1,0.25959513
KIF17,0.083780326
GSTA1,0.038726315
GSTA2,0.014920599
GCLC,0.008982775
GCLM,0.0062269024
INS,0.035471573
INSR,0.89099395
ABCD2,0.007063407
ABCD1,0.009073407
ABCD3,0.043935254
ABCG5,0.022999223
ABCG8,0.05871404
CHRNB2,0.013452572
CHRNA4,0.029579977
CHRNA3,0.024269931
CHRNB4,0.011016111
FOXM1,0.10979409
PLK1,0.3466801
CENPF,0.06950878
TACR1,0.0009480259
TAC1,0.045208655
TACR2,0.01756503
OXTR,0.020447876
OXT,0.059431992
CRH,0.011059506
CRHBP,0.014642209
ADGRE5,0.021108393
CD55,0.01735324
CBY1,0.028706687
CTNNB1,0.20827618
CTNNBIP1,0.021020472
CHD8,0.5908249
MCFD2,0.020427072
LMAN1,0.0099443775
TMED10,0.010437973
TMED2,0.011617593
CD4,0.23233375
LCK,0.98678094
RAB3GAP1,0.07684165
RAB3GAP2,0.0053247674
NTRK2,0.5904557
BDNF,0.07257195
NTF4,0.036139075
IL2RB,0.23256071
JAK1,0.96899575
JAK3,0.9613322
IL2RG,0.5199921
PTK2B,0.81370604
EBI3,0.0252551
IL27,0.011364978
NECTIN1,0.039442882
NECTIN3,0.024786804
NECTIN4,0.033118345
NECTIN2,0.025963964
PVR,0.029292654
IL12B,0.03160382
IL12A,0.060589068
IL12RB1,0.08132138
IL12RB2,0.023743799
JAK2,0.91016555
TLR2,0.6316568
TLR1,0.14921583
TLR6,0.31421188
RBPJ,0.76738125
SNW1,0.09389797
NOTCH1,0.9999981
HIF1A,0.5978748
JAG1,0.4202004
JAG2,0.08888178
CBL,0.9825864
NCAM1,0.19654928
NCAN,0.09228575
COL4A2,0.12108861
COL4A1,0.3052931
HLA-C,0.03332041
B2M,0.44463894
KIR2DS5,0.012721511
TYROBP,0.083649665
CLEC5A,0.033255026
NCR2,0.022754999
SIRPB1,0.029002873
TREM1,0.21414785
TREM2,0.09333227
CD300E,0.03481691
CD300LB,0.12871006
GRAP2,0.20409092
LCP2,0.27408803
SPRY2,0.049487296
DAB2,0.93726856
LRP2,0.59825796
VAMP7,0.0020608646
AGFG1,0.04597715
AMPH,0.86899585
BIN1,0.6792253
SQSTM1,0.57888407
MAP3K3,0.4142241
EIF4EBP1,0.05626728
EIF4E,0.108835
NOTCH2,0.8579094
IL18BP,0.022383707
IL18,0.100846015
IL18R1,0.10203911
IL15,0.14465392
IL15RA,0.15028965
IRF3,0.6864695
IRF7,0.87720966
CREBBP,0.9999831
NOTCH3,0.6255943
ELF3,0.2748802
CNTN1,0.3745834
MDK,0.24618971
DLL1,0.38374418
YBX1,0.26882115
HEY1,0.20792316
FOXH1,0.08064332
DRAP1,0.16070403
CDON,0.14520504
BOC,0.110403605
IL23A,0.018677188
IL23R,0.05590883
STAT4,0.117242694
KNG1,0.13226229
C1QBP,0.005358493
F8,0.16278173
VWF,0.601929
F9,0.08811871
F13B,0.020059047
F13A1,0.08524874
PROC,0.05479626
PROCR,0.012297363
LY96,0.12552623
TLR4,0.8968861
S100A9,0.05094469
S100A8,0.24301095
JUND,0.71129453
FOSB,0.54463655
CFB,0.0084618945
C3,0.03343181
CKM,0.028395578
CKB,0.024111448
PRDX6,0.025631629
GSTP1,0.11363783
HSF1,0.6359872
HSBP1,0.012315018
YWHAE,0.03696114
CCAR2,0.11685743
SIRT1,0.77689993
ID1,0.19177608
ETS2,0.52096117
ERF,0.101647325
MAP3K5,0.69344205
CDKN2B,0.27829155
CEBPB,0.91662014
CLEC4C,0.031350728
FCER1G,0.20388474
CLEC4E,0.083897896
MAP3K14,0.13329014
CHUK,0.97039527
NFKB2,0.36996296
RELB,0.56491953
MALT1,0.38918808
CASP8,1.0
CD209,0.12405607
ICAM2,0.054307602
GTSE1,0.021946285
CDC20,0.11014961
MAD2L1,0.12163617
MYC,0.34783
CDK2,0.000118934295
CCNE1,0.40487525
GMNN,0.123200275
CDT1,0.110436246
DBF4,0.007405797
CDC7,0.017395606
CCNA1,0.1564844
CCNA2,0.16693161
PHLDA1,0.06272329
CTDNEP1,0.018978987
CNEP1R1,0.0131017985
ESPL1,0.26677248
PTTG1,0.024904141
MAU2,0.050274383
NIPBL,0.031788908
FBXO5,0.04088072
FERMT2,0.018994717
FBLIM1,0.043102577
ITGB1,0.6932076
ILK,0.12987018
PARVA,0.020528113
ARHGEF6,0.17080913
PARVB,0.031037584
RSU1,0.023155551
LIMS1,0.09661684
ACTN1,0.9159298
ITGA6,0.09250186
ITGB4,0.023163516
CD47,0.06298105
SIRPA,0.07133832
SIRPG,0.030989805
NPHS1,0.3580899
KIRREL1,0.009676644
PPL,0.07022367
EVPL,0.10353723
KAZN,0.009097816
KLK5,0.04312353
SPINK5,0.021584818
KLK12,0.010569213
SPINK6,0.014985552
KLK13,0.038927075
KLK14,0.03439228
SPINK9,0.028170673
FGFR1,0.6893612
ANOS1,0.065061525
ABCA1,0.14605606
APOA1,0.024442118
ANGPTL3,0.029292211
ANGPTL8,0.056777526
UBA2,0.050055657
SAE1,0.056584045
CCND3,0.12723903
MAPK6,0.02484088
ITGA3,0.16529262
ITGA7,0.021876236
ITGA2,0.0822715
ITGA1,0.06131114
ATP6AP2,0.0037517669
REN,0.030119326
NSUN4,0.010736327
MTERF4,0.004531259
ITGB3,0.6158058
ITGA2B,0.18410902
LDLR,0.12280054
PCSK9,0.05026947
TMEM173,0.13877168
TBK1,0.69406384
CD27,0.12860562
CD70,0.0077327974
EDAR,0.022233585
EDA,0.009379631
EDA2R,0.021875503
TNFSF18,0.018605493
TNFRSF18,0.021311142
TNFRSF4,0.0232877
TNFSF4,0.026149455
TNFRSF25,0.08541983
TNFSF15,0.043054324
TNFSF8,0.10912685
TNFRSF8,0.097512275
TNFSF9,0.04088749
TNFRSF9,0.048020385
PTK6,0.3470958
KHDRBS1,0.5282216
ARAP1,0.15430237
AKT1,0.9830403
DOK1,0.39881152
PTPN1,0.83918554
STAP2,0.21883394
SOCS3,0.2878327
ITGA10,0.022043321
GP6,0.16784869
RAF1,0.8132045
YWHAZ,0.350327
PDPN,0.038868684
CLEC1B,0.046368558
PDGFA,0.12461698
PDGFB,0.10374552
ITGAM,0.09991291
ITGB2,0.17300041
JAM2,0.08459795
JAM3,0.05548232
ITGA4,0.71010536
ITGAL,0.33720714
ITGAX,0.13637851
CD48,0.30193368
CD244,0.12250619
CD58,0.12847206
CD2,0.42459244
ITGA5,0.49526381
JAML,0.015424797
CXADR,0.01755302
MIF,0.014621316
CD74,0.036712695
TEK,0.55292046
ANGPT1,0.19197625
ANGPT2,0.05088504
ANGPT4,0.020184051
INPP5D,0.50586784
PLCG1,0.9930709
BSG,0.005685443
PPIL2,0.0065684794
CAV1,0.49485058
PPIA,0.04859052
SLC7A7,0.03457046
SLC3A2,0.069235556
SLC7A8,0.017516777
SLC7A9,0.04607934
SLC7A11,0.039269794
SLC7A5,0.0320578
SLC7A10,0.020508379
SLC7A6,0.027527168
GAD2,0.0036468413
GAD1,0.053093307
HTR3D,0.032382395
HTR3A,0.0060761115
HTR3E,0.0367259
HTR3B,0.01468097
HTR3C,0.0031048362
SMAD2,0.8162073
GBA,0.07742942
PSAP,0.23223771
LY86,0.33292928
CD180,0.06419063
COLEC11,0.029477531
MASP1,0.35877436
GJB1,0.07384907
GJB2,0.038795438
GJA1,0.0655589
TJP1,0.0055668647
NEDD4,0.9613406
PPM1B,0.19559082
FLNB,0.6847344
IL33,0.04571912
IL1RL1,0.1065227
IL37,0.04257398
CSF2RB,0.51147175
CSF2RA,0.19857006
CSF2,0.2737255
IL5RA,0.26675946
IL5,0.07316938
TEC,0.72777325
VAV1,0.8862485
BLNK,0.2976153
IL4R,0.49425346
IL13RA1,0.03695588
IL13,0.07664339
IL13RA2,0.09398125
IL7R,0.21895419
SMARCA4,0.4407048
BRWD1,0.39621663
IL22RA2,0.0058344295
IL22,0.0001701681
IFNLR1,0.01881309
IL16,0.14122088
IL32,0.025667975
PRTN3,0.10137748
FLT3,0.24535245
FLT3LG,0.008585291
CSF3,0.01813796
CSF3R,0.2932086
TXLNA,0.0029238877
STX1A,0.0042844126
GHR,0.90125585
PRLR,0.10195803
TRAF3,0.95108837
TNFRSF1B,0.07671431
CD40LG,0.07831617
CD40,0.108474724
TNFRSF13C,0.024432277
TNFSF13B,0.035840414
PAG1,0.4775533
CSK,0.90438306
PTPN22,0.014449821
LAT,0.18353474
FYB1,0.14318849
NCK1,0.7485402
MAP3K7,0.75795406
TAB2,0.8458154
ICOS,0.261618
ICOSLG,0.050809234
TNFRSF14,0.020485839
BTLA,0.034602012
CD80,0.07866827
CD28,0.68422735
CD86,0.13621837
NFKBIA,0.8136983
CLTC,0.8158039
CLTA,0.13503031
HLA-DMB,0.075540185
HLA-DMA,0.028135277
CD96,0.030382408
ITGB7,0.08450156
HLA-E,0.058734495
CDH1,0.10369498
KLRG1,0.1196018
CD226,0.06319198
CD200,0.029759819
CD200R1,0.024882745
HLA-G,0.040983208
KIR2DS2,0.0084020095
CLEC2D,0.057784345
KLRB1,0.073618025
XDH,0.05398726
BTN1A1,0.046507318
ITGB6,0.061202005
TGFB1,0.93829364
LTBP4,0.057920344
ITGA8,0.02894536
ITGB8,0.039167684
SNCAIP,0.041790087
PRKN,0.07683115
SNCA,0.39197975
USP9X,0.79942226
SORL1,0.44966498
APP,0.001568519
ATG12,0.08632708
ATG7,0.075665176
ATG10,0.034663122
ATG5,0.03692017
CIDEA,0.019814996
CIDEC,0.032448262
PDGFRB,0.67536473
PDGFRA,0.70941305
TGFBR2,0.80934834
YWHAB,0.21084115
MAP2K2,0.17549236
MAP2K1,0.9177944
KSR1,0.46184778
MARK3,0.4994896
CDK9,0.5833356
CCNT1,0.17739742
ISCA2,0.0077243056
ISCA1,0.013471792
NLRX1,0.0268577
MAVS,0.09260799
ROBO1,0.19474827
SLIT2,0.077594705
NTF3,0.15605587
AKAP5,0.20448114
ROBO3,0.091319576
CFH,0.02128223
CD19,0.3531813
CD81,0.23256226
SERPING1,0.08496358
C1S,0.025259126
C1R,0.027388273
CPN2,0.038000014
CPN1,0.014179657
L1CAM,0.22455053
NRP1,0.40758184
ITGA9,0.111656584
MAPK3,0.996971
MAPK1,0.92518824
C6,0.23841804
FARSA,0.05654194
FARSB,0.012936392
HBB,0.058463905
HBA1,0.14801924
HBA2,0.11095163
SMURF2,0.76228917
SMURF1,0.88452923
NEDD4L,0.6116341
STUB1,0.8135443
UBE2M,0.04055084
NEDD8,0.16953786
RNF20,0.07329848
RNF40,0.09331263
FRK,0.09602397
TRIM27,0.09748603
ITGA11,0.05507993
ITGAD,0.07321696
ITGAE,0.04310907
HSPG2,0.043523755
LDHA,0.038511068
LDHB,0.0042028264
SUCLG1,0.00047066444
SUCLG2,0.0022441745
SUCLA2,0.0015232002
TIMP1,0.055783834
MMP9,0.2688203
MMP14,0.19109583
TIMP2,0.13186769
RBBP7,0.15281123
HAT1,0.06889346
PAX3,0.58855647
NCOA1,0.77986896
BAP1,0.45082757
HCFC1,0.626367
TAB1,0.5624188
SKP2,0.48909447
UFD1,0.04172815
VCP,0.1619533
YOD1,0.041412115
ZRANB1,0.015814116
APC,0.56110144
ATXN3,0.08307613
STAMBP,0.1615674
STAM,0.056652732
NTRK3,0.909915
PTPRS,0.4916115
SERPINE1,0.11107066
VTN,0.110250965
DAG1,0.41882864
AGRN,0.016815579
BCL10,0.37441066
SLIT1,0.14543791
RALGAPA2,0.011286812
RALGAPB,0.020754473
GOLGB1,0.019253712
ACBD3,0.0069385297
HPS4,0.17613624
HPS1,0.21357663
INHBB,0.18295264
INHBA,0.14037186
FAM20A,0.03841385
FAM20C,0.04635008
PARP1,0.6445417
RAD52,0.08150726
RNF168,0.14083222
SP100,0.14192885
TDG,0.21178673
WRN,0.18776108
XPC,0.032555897
MITF,0.26154256
SP3,0.25008947
TP53BP1,0.29404616
CDKN2A,0.3461581
HIC1,0.21435861
FOXL2,0.101514846
DDX17,0.4736798
SATB1,0.5110481
SUZ12,0.09751114
HDAC4,0.8441585
HDAC1,0.37739685
HDAC2,0.19025755
CHD3,0.14518306
HNRNPC,0.094581984
NOP58,0.02879796
TOP1,0.4031132
TOP2A,0.32681486
TOP2B,0.16040069
SETDB1,0.10535297
ATF7IP,0.4617574
PRMT5,0.49126402
WDR77,0.0362947
PINK1,0.22646073
ERBB4,0.88352
RELN,0.9741803
VLDLR,0.14540695
ASGR1,0.010733755
ASGR2,0.005056588
EGR1,0.77039415
SALL4,0.03369565
MAF1,0.01765938
ARHGAP35,0.30757263
RASA1,0.81737214
BCAR1,0.24938281
RXRG,0.66071206
RARG,0.6722184
RXRA,0.98307896
RARA,0.9122233
RXRB,0.340134
RARB,0.94283485
PPARD,0.5134138
NRP2,0.2954095
FLT1,0.7289925
KITLG,0.29280403
KIT,0.4733711
PRKCA,0.5272166
PTPRU,0.5826017
NCOR1,0.66751206
TNS4,0.11863508
MET,0.87210363
LRIG1,0.106502086
PAN2,0.12667884
PAN3,0.015136286
POMT2,0.043426927
POMT1,0.025344979
C1GALT1C1,0.023735812
C1GALT1,0.07684109
PMPCA,9.6230346e-05
PMPCB,0.00084606727
ATF6,0.030598255
HSPA5,0.45155948
EIF2AK3,0.07993101
ERN1,0.06744012
PIK3R4,0.09936037
PIK3C3,0.03833043
TKFC,0.026143486
IFIH1,0.095982775
CFL1,0.27960467
LIMK1,0.21129441
PGLYRP4,0.02411018
PGLYRP3,0.047143362
PPARG,0.5647053
SLC3A1,0.20916869
DACT1,0.16064802
AXIN1,0.6543019
GSK3B,0.8597362
PFKP,0.031608585
PFKL,0.103650086
PFKM,0.051116426
GCKR,0.031815782
GCK,0.03829279
ANK1,0.16437723
NRCAM,0.065580085
CNTN2,0.15676135
CHL1,0.03335982
NFASC,0.12408709
DCX,0.024007171
SDCBP,0.12465929
PLXNB1,0.35795206
ERBB2,0.9386295
TLN1,0.15619145
PIP5K1C,0.13070579
PLXND1,0.047142584
SEMA3E,0.011840398
SEMA4A,0.24938315
PTPRC,0.9023028
SEMA4D,0.05828031
CD72,0.122202426
PLXNC1,0.056030232
SEMA7A,0.08711055
FYN,0.9941011
ROBO2,0.025401115
SAV1,0.00802287
STK3,0.03775596
STK4,0.20300119
TJP2,0.05351248
WWTR1,0.29037628
ADD2,0.1241668
ADD1,0.12840828
ADD3,0.0523253
AZGP1,0.020886995
PIP,0.019683084
LRRC8A,0.022123417
LRRC8B,0.11075512
LRRC8E,0.018517371
LRRC8D,0.058858607
LRRC8C,0.050123155
CDC25C,0.31405917
SRPRB,0.004386716
SRPRA,0.018270336
MLXIPL,0.05917437
MLX,0.037650526
SLC16A3,0.029388154
SLC16A1,0.041707907
PAK1,0.71754575
NF2,0.87704545
FLNA,0.20533492
PKN1,0.1787464
CIT,0.26585624
CDKN1B,0.31507662
CFTR,0.024635032
GOPC,0.03207069
NAE1,0.039176892
UBA3,0.021698339
UBE2F,0.012268657
CUL4B,0.8079729
CUL4A,0.08039889
RBX1,0.2962809
CUL9,0.1133276
LEPR,0.18361944
TIMM13,0.042973872
TIMM8B,0.0032621874
TIMM8A,0.024785824
TIMM10,0.0034574037
TIMM9,0.009848351
RNGTT,0.0455555
RNMT,0.042351708
SRRM1,0.0453033
SRRM2,0.15473408
EPRS,0.06821955
DUS2,0.0208218
WDR4,0.025930554
METTL1,0.011961684
QTRT1,0.011660048
QTRT2,0.009572863
TRMT6,0.009457899
TRMT61A,0.013899445
PIGX,0.016223917
PIGM,0.024312101
PIGF,0.019151445
PIGO,0.022626394
PIGG,0.013889827
EIF4A2,0.026208207
EIF4A1,0.051794883
PSEN1,0.7883922
NCSTN,0.056780707
PPP1CC,0.6021662
PPP1R15A,0.41675037
MMADHC,0.0014092427
MMACHC,0.0073646884
GP1BB,0.054412134
GP1BA,0.1959046
HLA-DOA,0.027949171
HLA-DOB,0.042946734
NFKBIE,0.17480105
REL,0.05543386
TLE1,0.28995058
STXBP3,0.017962113
ATP6V0D2,0.0153196985
ATP6V0D1,0.0020117022
ORC2,0.061054513
MCM8,0.014007934
CD8B,0.06266043
CD8A,0.2177842
CD3E,0.34793785
CD3G,0.1258648
CD3D,0.099087566
SEC31A,0.039961345
SEC13,0.2533945
KLRD1,0.04225888
KLRC2,0.09911038
STXBP1,0.02820909
BMI1,0.07782143
CBX4,0.3567696
HSP90AA1,0.99994504
FKBP6,0.12368906
TTC21B,0.039408803
WDR35,0.040338367
PTK2,0.8692628
MAFB,0.8144038
VAMP2,0.0012635178
DDB1,0.5748918
IL17A,0.19984722
IL17F,0.041381977
KHSRP,0.05137291
PBX1,0.05666726
PKNOX1,0.017408734
DLG3,0.101558395
DLG4,0.10218415
CD1A,0.1081533
CD1B,0.15237556
CD1D,0.07002166
CD1C,0.050184738
RAG2,0.024484335
RAG1,0.19549908
ERLIN1,0.011012558
ERLIN2,0.07150497
ZFHX3,0.06800753
OTUB1,0.05450592
RNF128,0.11249587
HSD17B10,0.06543536
TRMT10C,0.0027839814
ZNF335,0.07783977
CNOT6,0.0154827675
RFX6,0.013278647
IL6ST,0.49901128
CUL5,0.39119023
CUL3,0.9801063
CUL2,0.62707853
PHB2,0.025910307
PHB,0.03865912
RANGAP1,0.053106073
DCTN3,0.17802441
DCTN2,0.08488442
CRLF2,0.05346244
OSMR,0.12962492
RSF1,0.13212867
CASP1,0.21796568
NR1H3,0.13730678
NR1H2,0.3971947
PEX14,0.004034217
PEX13,0.035173345
GRIN1,0.10858384
GRIN2B,0.7590051
WASL,0.1572734
ITSN1,0.53176355
IFNGR1,0.113227755
IFNGR2,0.06842267
CLOCK,0.031101659
ARNTL2,0.005242548
MSH4,0.13849722
MSH5,0.029705804
MLH3,0.16143504
POLR3D,0.04882668
POLR3E,0.011820709
POLR3H,0.021215376
CRCP,0.007496998
CYBB,0.318816
CYBA,0.09186776
BCKDHB,0.008338531
BCKDHA,0.00059313467
MAT2A,0.0071092406
MAT2B,0.0074018086
CYP1A2,0.035263173
POR,0.008000553
CYP2C19,0.030078152
PDHA2,0.021592293
PDHB,0.0422558
PDHA1,0.01113896
SDHB,0.000724486
SDHA,0.0010002004
PDP1,0.004662245
PDPR,0.0048033544
PPP2R1A,0.38162926
PPP2CA,0.5288231
MEP1A,0.059080016
MEP1B,0.024833823
