Gene,Score
TNPO1,0.057344396
KIF17,0.06366589
GSTA1,0.007677109
GSTA2,0.0004985941
GCLC,0.00548119
GCLM,0.005140938
INS,0.0012258044
INSR,0.6695204
ABCD2,0.006121931
ABCD1,0.007386019
ABCD3,0.005186819
ABCG5,0.012027919
ABCG8,0.0030677496
CHRNB2,0.044789236
CHRNA4,0.03541696
CHRNA3,0.003469902
CHRNB4,0.021450648
FOXM1,0.19367288
PLK1,0.038210012
CENPF,0.008387752
TACR1,0.0013505972
TAC1,0.22190593
TACR2,0.0068206303
OXTR,0.016291408
OXT,0.013942205
CRH,0.0034138656
CRHBP,0.060481697
ADGRE5,0.0025169083
CD55,0.016668588
CBY1,0.00033025726
CTNNB1,0.54435664
CTNNBIP1,0.0013341607
CHD8,0.081099875
MCFD2,0.016524108
LMAN1,0.06106671
TMED10,0.012319113
TMED2,0.010789813
CD4,0.14691284
LCK,0.281283
RAB3GAP1,0.018454226
RAB3GAP2,0.012004031
NTRK2,0.116963774
BDNF,0.0037948773
NTF4,0.004028791
IL2RB,0.70266575
JAK1,0.8170655
JAK3,0.7033795
IL2RG,0.39292604
PTK2B,0.61321604
EBI3,0.0023551758
IL27,0.0060436795
NECTIN1,0.005142635
NECTIN3,0.003395179
NECTIN4,0.0029724834
NECTIN2,0.00034982874
PVR,0.030149976
IL12B,0.014841267
IL12A,0.0060648676
IL12RB1,0.005334006
IL12RB2,0.037545115
JAK2,0.930665
TLR2,0.87634265
TLR1,0.10280963
TLR6,0.1414404
RBPJ,0.10476353
SNW1,0.1187368
NOTCH1,0.8929326
HIF1A,0.88187873
JAG1,0.075601295
JAG2,0.028778628
CBL,0.70402694
NCAM1,0.20534669
NCAN,0.016666157
COL4A2,0.018125078
COL4A1,0.021885037
HLA-C,0.00607911
B2M,0.23850223
KIR2DS5,0.0035068914
TYROBP,0.00981092
CLEC5A,0.0024249475
NCR2,0.0059224106
SIRPB1,0.009960089
TREM1,0.033333912
TREM2,0.019728864
CD300E,0.12086944
CD300LB,0.05228071
GRAP2,0.0072679403
LCP2,0.08260685
SPRY2,0.0058271238
DAB2,0.05985402
LRP2,0.9476837
VAMP7,0.0032722855
AGFG1,0.024194976
AMPH,0.5152969
BIN1,0.12373726
SQSTM1,0.8158345
MAP3K3,0.07329486
EIF4EBP1,0.03836541
EIF4E,0.00077646464
NOTCH2,0.7562777
IL18BP,0.013080415
IL18,0.1827091
IL18R1,0.0075005153
IL15,0.10596805
IL15RA,0.09475437
IRF3,0.6896168
IRF7,0.34389818
CREBBP,0.972063
NOTCH3,0.3789046
ELF3,0.36177707
CNTN1,0.27953422
MDK,0.04375985
DLL1,0.045428347
YBX1,0.46002868
HEY1,0.02502432
FOXH1,0.025783326
DRAP1,0.0575283
CDON,0.0077200937
BOC,0.22750999
IL23A,0.012430608
IL23R,0.060123034
STAT4,0.0708377
KNG1,0.007458543
C1QBP,0.0008201353
F8,0.025600314
VWF,0.04608512
F9,0.008074291
F13B,0.0058451565
F13A1,0.023149665
PROC,0.0025145246
PROCR,0.00366394
LY96,0.28377345
TLR4,0.7620911
S100A9,0.043065287
S100A8,0.08387826
JUND,0.8453284
FOSB,0.17217256
CFB,0.080935925
C3,0.052382562
CKM,0.0022450085
CKB,0.0027540945
PRDX6,0.0033767472
GSTP1,0.016941592
HSF1,0.28430504
HSBP1,0.0025590786
YWHAE,0.020644456
CCAR2,0.12373025
SIRT1,0.32740772
ID1,0.4614566
ETS2,0.44578323
ERF,0.018984897
MAP3K5,0.669081
CDKN2B,0.7818394
CEBPB,0.90171045
CLEC4C,0.0020588378
FCER1G,0.009488249
CLEC4E,0.0062490334
MAP3K14,0.24148974
CHUK,0.96839595
NFKB2,0.4658163
RELB,0.6577535
MALT1,0.13295317
CASP8,0.92348075
CD209,0.00994465
ICAM2,0.007852269
GTSE1,0.05350465
CDC20,0.13226347
MAD2L1,0.1922132
MYC,0.44947496
CDK2,0.009320847
CCNE1,0.5015027
GMNN,0.020184334
CDT1,0.04587414
DBF4,0.036214247
CDC7,0.06653923
CCNA1,0.15635507
CCNA2,0.4057002
PHLDA1,0.0017502576
CTDNEP1,0.011329835
CNEP1R1,0.013198951
ESPL1,0.0218527
PTTG1,0.10624586
MAU2,0.07318996
NIPBL,0.050579883
FBXO5,0.008366243
FERMT2,0.013968184
FBLIM1,0.021800973
ITGB1,0.13565198
ILK,0.21737756
PARVA,0.004667614
ARHGEF6,0.03812339
PARVB,0.013831988
RSU1,0.021180397
LIMS1,0.003960336
ACTN1,0.7497092
ITGA6,0.0051300377
ITGB4,0.0013233684
CD47,0.032357812
SIRPA,0.04313496
SIRPG,0.012405539
NPHS1,0.038751617
KIRREL1,0.00073959195
PPL,0.0068547316
EVPL,0.00850699
KAZN,0.004238201
KLK5,0.00054150453
SPINK5,0.0076885824
KLK12,0.012283447
SPINK6,0.002207294
KLK13,0.0029022042
KLK14,0.005247086
SPINK9,0.0050906064
FGFR1,0.13501763
ANOS1,0.023690099
ABCA1,0.123495094
APOA1,0.36738908
ANGPTL3,0.0022897886
ANGPTL8,0.0021425844
UBA2,0.036592253
SAE1,0.0154159805
CCND3,0.100306295
MAPK6,0.039329883
ITGA3,0.019112485
ITGA7,0.0013182749
ITGA2,0.17282687
ITGA1,0.004706996
ATP6AP2,0.005770655
REN,0.011149107
NSUN4,0.01115537
MTERF4,0.015740722
ITGB3,0.84759927
ITGA2B,0.080185086
LDLR,0.020740625
PCSK9,0.057452623
TMEM173,0.3213009
TBK1,0.46813956
CD27,0.02193092
CD70,0.0030626669
EDAR,0.029140212
EDA,0.00010924033
EDA2R,0.007883096
TNFSF18,0.0046495567
TNFRSF18,0.0015835124
TNFRSF4,0.004284083
TNFSF4,0.0069020498
TNFRSF25,0.025115943
TNFSF15,0.0028809549
TNFSF8,0.001115163
TNFRSF8,0.013898065
TNFSF9,0.048747577
TNFRSF9,0.014003553
PTK6,0.04431486
KHDRBS1,0.46748927
ARAP1,0.018562311
AKT1,0.96441877
DOK1,0.07312953
PTPN1,0.12279702
STAP2,0.065251596
SOCS3,0.5300708
ITGA10,0.002007736
GP6,0.019764207
RAF1,0.972251
YWHAZ,0.024316723
PDPN,0.0011462305
CLEC1B,0.032424636
PDGFA,0.018875258
PDGFB,0.00027984736
ITGAM,0.011745231
ITGB2,0.044504218
JAM2,0.0016574274
JAM3,0.004541664
ITGA4,0.31602
ITGAL,0.018527573
ITGAX,0.0012306272
CD48,0.024573224
CD244,0.0648661
CD58,0.07301018
CD2,0.014905243
ITGA5,0.076492876
JAML,0.0019751622
CXADR,0.015961137
MIF,0.00301329
CD74,0.03754528
TEK,0.17135826
ANGPT1,0.007744064
ANGPT2,0.10501553
ANGPT4,0.015169461
INPP5D,0.14693448
PLCG1,0.16279711
BSG,0.012378759
PPIL2,0.012293773
CAV1,0.6533598
PPIA,0.08842634
SLC7A7,0.010857688
SLC3A2,0.0055779913
SLC7A8,0.0058157756
SLC7A9,0.0016795149
SLC7A11,0.022344632
SLC7A5,0.0021517805
SLC7A10,0.0084640235
SLC7A6,0.0059239636
GAD2,0.003969937
GAD1,0.11740745
HTR3D,0.0106235985
HTR3A,0.0021980267
HTR3E,0.014975533
HTR3B,0.01557126
HTR3C,0.001172746
SMAD2,0.8578127
GBA,0.045127537
PSAP,0.09702592
LY86,0.06381379
CD180,0.0038383862
COLEC11,0.0012977546
MASP1,0.007749738
GJB1,0.028773244
GJB2,0.00025316988
GJA1,0.06339467
TJP1,0.044481948
NEDD4,0.8913106
PPM1B,0.25439823
FLNB,0.13959725
IL33,0.14510964
IL1RL1,0.103032775
IL37,0.023168892
CSF2RB,0.32619885
CSF2RA,0.06625769
CSF2,0.056725606
IL5RA,0.010343644
IL5,0.008532051
TEC,0.08788424
VAV1,0.5771983
BLNK,0.051206466
IL4R,0.60298526
IL13RA1,0.016674038
IL13,0.061788287
IL13RA2,0.006716601
IL7R,0.09118313
SMARCA4,0.85897255
BRWD1,0.04161381
IL22RA2,9.945863e-06
IL22,9.287038e-06
IFNLR1,0.0026704243
IL16,0.15106523
IL32,0.12476189
PRTN3,0.21362011
FLT3,0.10209752
FLT3LG,0.012808371
CSF3,0.0144087
CSF3R,0.19467562
TXLNA,0.00087056647
STX1A,0.0064884573
GHR,0.3279153
PRLR,0.029571181
TRAF3,0.32434136
TNFRSF1B,0.081537135
CD40LG,0.010384056
CD40,0.03524628
TNFRSF13C,0.047227018
TNFSF13B,0.0575965
PAG1,0.14236452
CSK,0.77668715
PTPN22,0.075920545
LAT,0.0094986735
FYB1,0.092943154
NCK1,0.31405377
MAP3K7,0.85720164
TAB2,0.95792955
ICOS,0.021326344
ICOSLG,0.020442175
TNFRSF14,0.0074221175
BTLA,0.021602022
CD80,0.0018905317
CD28,0.048325654
CD86,0.020172864
NFKBIA,0.89757025
CLTC,0.117468186
CLTA,0.18191417
HLA-DMB,0.03751089
HLA-DMA,0.0030017176
CD96,0.036584143
ITGB7,0.0069335145
HLA-E,0.009156807
CDH1,0.08012292
KLRG1,0.045142844
CD226,0.0025155281
CD200,0.001542028
CD200R1,0.013624596
HLA-G,0.0028800524
KIR2DS2,0.0046905475
CLEC2D,0.028442753
KLRB1,0.0117033785
XDH,0.05499898
BTN1A1,0.014562611
ITGB6,0.115696795
TGFB1,0.043640036
LTBP4,0.015399025
ITGA8,0.0051713604
ITGB8,0.0032328733
SNCAIP,0.080136076
PRKN,0.25212246
SNCA,0.49279115
USP9X,0.029603664
SORL1,0.018582923
APP,0.12897745
ATG12,0.016306248
ATG7,0.005939439
ATG10,0.0018633212
ATG5,0.0033937145
CIDEA,0.0018117703
CIDEC,0.01265592
PDGFRB,0.21664518
PDGFRA,0.8050013
TGFBR2,0.36223757
YWHAB,0.11628216
MAP2K2,0.09979372
MAP2K1,0.56034565
KSR1,0.0014447337
MARK3,0.020705827
CDK9,0.6483137
CCNT1,0.323695
ISCA2,0.00017680952
ISCA1,0.0053739618
NLRX1,0.009822313
MAVS,0.039211154
ROBO1,0.018589217
SLIT2,0.029909264
NTF3,0.023300495
AKAP5,0.026218388
ROBO3,0.010018498
CFH,0.052438024
CD19,0.081436984
CD81,0.2941004
SERPING1,0.0023199376
C1S,0.0069661043
C1R,0.0039145206
CPN2,0.0135852415
CPN1,0.013834889
L1CAM,0.47849026
NRP1,0.036047257
ITGA9,0.04925209
MAPK3,0.9767726
MAPK1,0.991147
C6,0.026832344
FARSA,0.014736814
FARSB,0.027195971
HBB,0.058877565
HBA1,0.0026663076
HBA2,0.01569469
SMURF2,0.103460856
SMURF1,0.4549186
NEDD4L,0.12121111
STUB1,0.7106995
UBE2M,0.028981335
NEDD8,0.04231027
RNF20,0.096135765
RNF40,0.023441855
FRK,0.0121389385
TRIM27,0.0005119655
ITGA11,0.015080352
ITGAD,0.0012062622
ITGAE,0.0085736215
HSPG2,0.03660933
LDHA,0.013803256
LDHB,0.05357639
SUCLG1,0.0010488834
SUCLG2,0.0005494378
SUCLA2,0.0043216236
TIMP1,0.022536485
MMP9,0.1553379
MMP14,0.02237312
TIMP2,0.050940245
RBBP7,0.014442198
HAT1,0.13444114
PAX3,0.036087334
NCOA1,0.9783967
BAP1,0.23037454
HCFC1,0.5242393
TAB1,0.6666268
SKP2,0.9048931
UFD1,0.059976645
VCP,0.18126853
YOD1,0.01881329
ZRANB1,1.548962e-06
APC,0.94215184
ATXN3,0.34465092
STAMBP,0.00092987163
STAM,0.04436918
NTRK3,0.19309735
PTPRS,0.0040361234
SERPINE1,0.013899894
VTN,0.019540753
DAG1,0.011924816
AGRN,0.0031768943
BCL10,0.07677506
SLIT1,0.007859308
RALGAPA2,0.0034963456
RALGAPB,0.00065424625
GOLGB1,0.005176215
ACBD3,0.0024898911
HPS4,0.017672114
HPS1,0.06851816
INHBB,0.14941202
INHBA,0.100739144
FAM20A,0.002911327
FAM20C,0.015027956
PARP1,0.63248193
RAD52,0.076509096
RNF168,0.15424845
SP100,0.074585706
TDG,0.5504934
WRN,0.036374837
XPC,0.20809238
MITF,0.076844834
SP3,0.6466993
TP53BP1,0.1921734
CDKN2A,0.3444063
HIC1,0.106892675
FOXL2,0.0826264
DDX17,0.055365063
SATB1,0.20331496
SUZ12,0.050795116
HDAC4,0.3489137
HDAC1,0.36863825
HDAC2,0.381182
CHD3,0.07827921
HNRNPC,0.0063713966
NOP58,0.011623382
TOP1,0.55548507
TOP2A,0.687427
TOP2B,0.13466288
SETDB1,0.37351748
ATF7IP,0.12538594
PRMT5,0.07078717
WDR77,0.67468184
PINK1,0.06004789
ERBB4,0.10100631
RELN,0.029662842
VLDLR,0.0075514526
ASGR1,0.010549335
ASGR2,0.0005847444
EGR1,0.88156754
SALL4,0.016339539
MAF1,0.003134569
ARHGAP35,0.043961808
RASA1,0.7682942
BCAR1,0.20304894
RXRG,0.5915118
RARG,0.6597487
RXRA,0.94356954
RARA,0.9003698
RXRB,0.08273457
RARB,0.1331559
PPARD,0.67055947
NRP2,0.04899617
FLT1,0.07565552
KITLG,0.017121365
KIT,0.7486255
PRKCA,0.74972904
PTPRU,0.21918878
NCOR1,0.67507166
TNS4,0.038334128
MET,0.04467167
LRIG1,0.17558986
PAN2,0.098236874
PAN3,0.03320208
POMT2,0.014439586
POMT1,0.0011994147
C1GALT1C1,0.005935108
C1GALT1,0.021866718
PMPCA,0.00045127602
PMPCB,0.00023684518
ATF6,0.21228708
HSPA5,0.45487922
EIF2AK3,0.026793206
ERN1,0.122507185
PIK3R4,0.0044131144
PIK3C3,0.055310603
TKFC,0.009411508
IFIH1,0.012048347
CFL1,0.08479374
LIMK1,0.12849854
PGLYRP4,0.023599986
PGLYRP3,0.005913429
PPARG,0.9858666
SLC3A1,0.0014521462
DACT1,0.24176943
AXIN1,0.22368228
GSK3B,0.9197571
PFKP,0.018123824
PFKL,0.0064568
PFKM,0.091545135
GCKR,0.023142736
GCK,0.060914353
ANK1,0.17342606
NRCAM,0.013306209
CNTN2,0.1615692
CHL1,0.011206945
NFASC,0.010882806
DCX,0.052069586
SDCBP,0.027893968
PLXNB1,0.036804628
ERBB2,0.9821554
TLN1,0.06807871
PIP5K1C,0.049845498
PLXND1,0.01410507
SEMA3E,0.015393914
SEMA4A,0.0209964
PTPRC,0.5706334
SEMA4D,0.0060949675
CD72,0.013150535
PLXNC1,0.04392676
SEMA7A,0.022896998
FYN,0.78552103
ROBO2,0.009601188
SAV1,0.0030797513
STK3,0.11330283
STK4,0.04828292
TJP2,0.26893842
WWTR1,0.14659366
ADD2,0.026887385
ADD1,0.03356493
ADD3,0.065038435
AZGP1,0.0033408643
PIP,0.012895345
LRRC8A,0.011847168
LRRC8B,0.022770362
LRRC8E,0.022321226
LRRC8D,0.017878145
LRRC8C,0.006077963
CDC25C,0.07147546
SRPRB,0.0023399366
SRPRA,0.006925249
MLXIPL,0.01646267
MLX,0.0513353
SLC16A3,0.00080659264
SLC16A1,0.026651854
PAK1,0.7134532
NF2,0.49905765
FLNA,0.021372352
PKN1,0.38865286
CIT,0.01480119
CDKN1B,0.7797179
CFTR,0.0028639976
GOPC,0.7979888
NAE1,0.024025494
UBA3,0.022349972
UBE2F,0.010451959
CUL4B,0.057129238
CUL4A,0.28063726
RBX1,0.37588558
CUL9,0.0046000555
LEPR,0.05605488
TIMM13,0.027310206
TIMM8B,0.006010201
TIMM8A,0.00814955
TIMM10,0.00025599764
TIMM9,0.005519569
RNGTT,0.016468197
RNMT,0.011417714
SRRM1,0.005186927
SRRM2,0.014528758
EPRS,0.13942175
DUS2,0.013048874
WDR4,0.008430008
METTL1,0.0070773736
QTRT1,0.018309286
QTRT2,0.003012753
TRMT6,0.023360368
TRMT61A,0.03254418
PIGX,0.0049295626
PIGM,0.045349453
PIGF,0.0009192304
PIGO,0.013362374
PIGG,0.0031446472
EIF4A2,0.07193705
EIF4A1,0.03340766
PSEN1,0.5618407
NCSTN,0.09056692
PPP1CC,0.57938015
PPP1R15A,0.036770124
MMADHC,0.011185866
MMACHC,0.0066644377
GP1BB,0.00847094
GP1BA,0.08753001
HLA-DOA,0.0015657876
HLA-DOB,0.0012032058
NFKBIE,0.09592826
REL,0.00074825645
TLE1,0.055510722
STXBP3,0.0066501973
ATP6V0D2,0.0039189816
ATP6V0D1,0.029474866
ORC2,0.053026315
MCM8,0.027511695
CD8B,0.099758275
CD8A,0.027958415
CD3E,0.014432108
CD3G,0.017741393
CD3D,0.11652336
SEC31A,0.016466971
SEC13,0.023147114
KLRD1,0.00058740325
KLRC2,0.009325793
STXBP1,0.08458512
BMI1,0.0072658076
CBX4,0.09035667
HSP90AA1,0.87800795
FKBP6,0.04487027
TTC21B,0.008498415
WDR35,0.030056378
PTK2,0.98257923
MAFB,0.25431693
VAMP2,0.00659424
DDB1,0.09187392
IL17A,0.003499434
IL17F,0.023403015
KHSRP,0.12659939
PBX1,0.07516016
PKNOX1,0.021115482
DLG3,0.0047983583
DLG4,0.2808164
CD1A,0.015383604
CD1B,0.0063713784
CD1D,0.027661717
CD1C,0.03248242
RAG2,0.0897279
RAG1,0.467786
ERLIN1,0.13357663
ERLIN2,0.32416457
ZFHX3,0.014143356
OTUB1,0.01697019
RNF128,0.035380136
HSD17B10,0.054844536
TRMT10C,0.00075356604
ZNF335,0.00725289
CNOT6,0.0005607474
RFX6,0.011175801
IL6ST,0.6995439
CUL5,0.3617467
CUL3,0.049464412
CUL2,0.059497677
PHB2,0.04228186
PHB,0.11945164
RANGAP1,0.028446842
DCTN3,0.001971524
DCTN2,0.052634906
CRLF2,0.039543834
OSMR,0.03615449
RSF1,0.31323805
CASP1,0.8617549
NR1H3,0.29310155
NR1H2,0.0773347
PEX14,0.022722272
PEX13,0.04584149
GRIN1,0.06467306
GRIN2B,0.06784897
WASL,0.0949572
ITSN1,0.008473441
IFNGR1,0.027456183
IFNGR2,0.0037870603
CLOCK,0.11267754
ARNTL2,0.052337952
MSH4,0.010644861
MSH5,0.021784367
MLH3,0.010485786
POLR3D,0.012978599
POLR3E,0.0014968066
POLR3H,0.0009989433
CRCP,0.0007863876
CYBB,0.20038304
CYBA,0.017684884
BCKDHB,0.010530641
BCKDHA,0.035742342
MAT2A,0.039303478
MAT2B,0.0032920907
CYP1A2,0.17987427
