Gene,Score
PMAIP1,0.06837862
BID,0.32939777
TP53AIP1,0.0036191086
ZNF420,0.020482365
STEAP3,0.024268663
BNIP3L,0.07294713
TRIAP1,0.027273417
AIFM2,0.004031681
TP53INP1,0.017830508
APAF1,0.036584664
PIDD1,0.016777001
CRADD,0.0072585912
NLRC4,0.11796866
CASP6,0.09821873
CASP10,0.29061946
NDRG1,0.025739506
BCL2L14,0.01048917
BIRC5,0.05540245
BCL6,0.7730516
ZNF385A,0.025421277
ARID3A,0.025514677
E2F7,0.16671257
E2F8,0.016583782
GADD45A,0.105373755
AURKA,0.13062622
PCNA,0.2887608
BAX,0.15311159
SFN,0.6300827
PLK2,0.10788206
PLK3,0.035458777
RGCC,0.05258685
PLAGL1,0.35783273
ATF2,0.63621193
JUN,0.99589324
FOS,0.848314
PMS2,0.115375765
MLH1,0.23055376
FANCC,0.20903659
DDB2,0.06484603
PRDM1,0.09067636
MDM2,0.67933553
MDM4,0.24392125
CCNG1,0.029965777
HIPK2,0.39883402
PIN1,0.62291896
HIPK1,0.022637088
SSRP1,0.13407338
SUPT16H,0.03736467
CSNK2A1,0.89396995
CSNK2A2,0.22012897
TPX2,0.05984738
NOC2L,0.009459821
CDK5R1,0.31322774
CDK5,0.39388052
POU4F1,0.01765349
POU4F2,5.3297026e-05
BANP,0.003829763
PHF20,0.021382708
L3MBTL1,0.01837888
EHMT2,0.04520559
EHMT1,0.2102967
TFAP2A,0.84672636
DEK,0.210665
TFAP2C,0.42365646
WWOX,0.07979717
TFAP2B,0.08124619
YEATS4,0.04002793
ESR1,0.9669157
ATAD2,0.06669097
VEGFA,0.021549903
TGFA,0.07645625
CDKN1A,0.46391436
RUNX1,0.8071395
TP73,0.31485987
ZFPM1,0.040140256
GATA1,0.020088376
CTSK,0.04469524
SERPINB13,0.023026336
CCND1,0.62853914
CDK4,0.85200673
ESRRA,0.11417403
PPARGC1A,0.6408682
TWIST1,0.33415338
RUNX2,0.74621934
NKX3-2,0.011961413
MSX2,0.010469748
SMAD4,0.96428794
SMAD1,0.7902655
RUNX3,0.47105408
SMAD3,0.6970151
TFDP1,0.0046662367
E2F6,0.04195318
TFDP2,0.023639826
MGA,0.038285274
MAX,0.04960108
SUPT4H1,0.050166737
SUPT5H,0.2782588
ELOB,0.025190866
ELOC,0.013959228
GTF2F1,0.14441477
GTF2F2,0.08614817
NCBP2,0.011555644
NCBP1,0.040651985
TAP1,0.009170607
TAP2,0.031683642
AMN,0.033405993
CUBN,0.04386533
MMUT,0.0068865777
MMAA,0.014003435
FASLG,0.16301088
FAS,0.29877815
BAG4,0.21728423
TNFRSF1A,0.9342919
TNF,0.08208617
TAX1BP1,0.035423134
TNFAIP3,0.119203776
TNFRSF10A,0.023342624
TNFRSF10D,0.0042180666
TNFRSF10B,0.43462533
NGF,0.020561466
NGFR,0.1706407
IRAK1,0.54111636
MYD88,0.23305832
NFKB1,0.7346416
RELA,0.9996145
UBE2B,0.02136173
RAD18,0.1770387
WDR48,0.09485294
USP1,0.024415286
REV3L,0.07099957
MAD2L2,0.004338821
RCHY1,0.03643547
POLH,0.038301032
TRIM25,0.05670311
UBE2L6,0.2301922
UBA7,0.015283402
ISG15,0.1320074
SUMO3,0.27363756
FAAP24,0.017598
FANCM,0.0050600627
CENPX,0.007946132
CENPS,0.0009955387
FANCI,0.070190124
FANCD2,0.7889265
PCCA,0.013783064
PCCB,0.026442891
MCCC2,0.021631908
MCCC1,0.029210191
CLCF1,0.006163414
CRLF1,0.0066770827
PRKCSH,0.04836207
GANAB,0.049242962
CALR,0.3383644
CANX,0.46766388
RAD51B,0.0008041377
NME2,0.035778686
NME1,0.10252785
APPL1,0.41306573
DCC,0.16960609
MAGED1,0.31768933
UNC5A,0.016062219
PPP3R1,0.18188184
PPP3CC,0.08111095
BCL2,0.08227879
BAD,0.24732369
BAK1,0.010821255
CYCS,0.015199709
XIAP,0.037091646
CASP3,0.7936795
CASP7,0.26816383
CASP9,0.22678773
DIABLO,0.012794782
DFFB,0.016181687
DFFA,0.015010228
KPNA1,0.513101
KPNB1,0.6918816
PAK2,0.6604921
ARHGAP10,0.03954722
RIPK1,0.48192343
RIPK3,0.36756724
GCH1,0.11144403
GCHFR,0.026880011
UBE2V1,0.02657693
TRAF6,0.45514503
IRAK2,0.049703583
HBEGF,0.052979935
CAPZA2,0.24824266
CAPZB,0.19424412
CAPZA3,0.024802761
CAPZA1,0.14198636
GORASP1,0.03264277
GOLGA2,0.014266221
TGFBR1,0.39929846
FKBP1A,0.06114016
RASGRF2,0.023440424
RASGRF1,0.24816716
GRIA2,0.13324617
GRIA1,0.055463895
TYK2,0.6003752
IFNAR1,0.20780554
TFB2M,0.013990859
POLRMT,0.030428236
DGCR8,0.020336429
DROSHA,0.08977543
TSNAX,0.014768483
TSN,0.015362175
BAZ2A,0.21176906
DNMT3A,0.42895737
DNMT3L,0.5754468
DNMT3B,0.3588145
CUL1,0.6702075
CAND1,0.045507498
TFRC,0.013242385
HFE,0.014578092
TF,0.007592809
HSD17B8,0.013895459
CBR4,0.02391494
CCNB2,0.018755194
SBF1,0.069796786
MTMR2,0.025107032
MTMR7,0.03637415
MTMR9,0.014915427
PIK3CB,0.061055616
PIK3R2,0.7826567
PIK3CD,0.07223292
PIK3R3,0.3158286
PIK3R5,0.011950823
PIK3CG,0.3328743
PLEKHA2,0.007415112
PTPN13,0.13260107
PLEKHA1,0.027810374
MTMR6,0.04671166
SBF2,0.016759446
MTM1,0.059076328
MTMR12,0.023051145
GAB2,0.44220674
ITPR1,0.06829492
MRVI1,0.022391273
PTPN6,0.64035374
PECAM1,0.087033905
PTPN11,0.43586287
IL6R,0.1379987
IL6,0.046785112
STAT1,0.77744174
STAT3,0.99308443
KDR,0.7226912
HRG,0.016981505
PLG,0.06355469
ANXA2,0.13191532
S100A10,0.021159474
SERPINF2,0.023476614
PLAU,0.063909285
PLAUR,0.03568184
ATP7A,0.023416858
PDZD11,0.010240228
CLCN7,0.0066652712
OSTM1,0.011269447
TXN,0.052372124
TXNIP,0.09318848
NLRP3,0.041344237
MEFV,0.085889205
PSTPIP1,0.067604005
PYCARD,0.11565361
CGA,0.06654158
LHB,0.06877284
AVPR2,0.010837177
AVP,0.020992357
GCG,0.023149678
GCGR,0.017634928
RAMP3,0.00011571127
CALCR,0.03218163
RAMP1,0.0049725566
TSHB,0.004554334
GPHB5,0.007754733
GPHA2,0.025369827
CALCRL,0.002418751
RAMP2,0.0022907483
GLP2R,0.013031985
FSHB,0.019718243
ITGAV,0.07105848
ITGB5,0.0042967247
STX4,0.01022657
SEC22B,7.230087e-05
GLI3,0.1498797
PTCH1,0.70350707
GLI1,0.23676585
GLI2,0.17829
SUFU,0.005006696
NUMB,0.12496845
ITCH,0.93899673
ABHD5,0.0056231953
PLIN1,0.025391664
LIPE,0.042268496
FABP4,0.0344792
KCNJ16,0.007776999
KCNJ15,0.056087002
KCNJ10,0.05634751
CXCL16,0.010402054
CXCR6,0.003722103
C5AR1,0.122599415
C5,0.022218553
CX3CL1,0.03439969
CX3CR1,0.007039329
TAS1R2,0.00074594934
TAS1R3,9.0276825e-07
TAS1R1,0.00016904785
GABBR2,0.020805666
GABBR1,0.039622996
IL10RB,0.012966126
GABPB1,0.019516952
GABPA,0.01878376
TNPO1,0.068579465
KIF17,0.053533282
GSTA1,0.02404097
GSTA2,0.01196076
GCLC,0.015454829
GCLM,0.014287353
INS,0.021111628
INSR,0.74512935
ABCD2,0.010243795
ABCD1,0.0146956155
ABCD3,0.02716422
ABCG5,0.001942891
ABCG8,0.001570404
CHRNB2,0.0022888714
CHRNA4,0.0053159758
CHRNA3,0.03226046
CHRNB4,0.012353903
FOXM1,0.16333705
PLK1,0.6151209
CENPF,0.051474184
TACR1,0.02341016
TAC1,0.04813958
TACR2,0.010039366
OXTR,0.010007073
OXT,0.02890623
CRH,0.004252585
CRHBP,0.010672752
ADGRE5,0.013939473
CD55,0.013652751
CBY1,0.0417284
CTNNB1,0.9842906
CTNNBIP1,0.0040478487
CHD8,0.1771524
MCFD2,0.02896991
LMAN1,0.021546751
TMED10,0.03403175
TMED2,0.06279765
CD4,0.1423879
LCK,0.9668496
RAB3GAP1,0.04337772
RAB3GAP2,0.027283538
NTRK2,0.2520234
BDNF,0.022952303
NTF4,0.011144792
IL2RB,0.010924924
JAK1,0.97891164
JAK3,0.62856627
IL2RG,0.22370416
PTK2B,0.74650306
EBI3,0.012112003
IL27,0.002209835
NECTIN1,0.004351103
NECTIN3,0.02016494
NECTIN4,0.008942939
NECTIN2,0.0069065094
PVR,0.016906463
IL12B,0.009456568
IL12A,0.009224384
IL12RB1,0.05338106
IL12RB2,0.011545246
JAK2,0.8817174
TLR2,0.3858437
TLR1,0.057395723
TLR6,0.023111705
RBPJ,0.25117055
SNW1,0.17364599
NOTCH1,0.9500201
HIF1A,0.70857215
JAG1,0.050197206
JAG2,0.008284422
CBL,0.70045894
NCAM1,0.15480772
NCAN,0.033780888
COL4A2,0.052723784
COL4A1,0.030550677
HLA-C,0.010290631
B2M,0.028675824
KIR2DS5,0.015732141
TYROBP,0.00043878448
CLEC5A,0.009747705
NCR2,0.0037761668
SIRPB1,0.0010585851
TREM1,0.029390773
TREM2,0.0048724227
CD300E,0.00077748456
CD300LB,0.017378882
GRAP2,0.003673919
LCP2,0.056646947
SPRY2,0.012686511
DAB2,0.5082487
LRP2,0.27295703
VAMP7,0.004641987
AGFG1,0.011973531
AMPH,0.00967764
BIN1,0.45897818
SQSTM1,0.62540317
MAP3K3,0.6263431
EIF4EBP1,0.14332095
EIF4E,0.03476709
NOTCH2,0.46098113
IL18BP,0.04497319
IL18,0.26131356
IL18R1,0.096310325
IL15,0.04484875
IL15RA,0.054282166
IRF3,0.47456938
IRF7,0.4231018
CREBBP,0.9964329
NOTCH3,0.1549865
ELF3,0.2950304
CNTN1,0.07646925
MDK,0.043813054
DLL1,0.1779426
YBX1,0.1806515
HEY1,0.25083658
FOXH1,0.008671979
DRAP1,0.078940585
CDON,0.08360523
BOC,0.14068171
IL23A,0.036501866
IL23R,0.049382005
STAT4,0.12779604
KNG1,0.19339924
C1QBP,0.003749401
F8,0.073596746
VWF,0.0940061
F9,0.020601915
F13B,0.0015815031
F13A1,0.044845566
PROC,0.02923385
PROCR,0.048048973
LY96,0.0011726907
TLR4,0.054518018
S100A9,0.18856567
S100A8,0.1274696
JUND,0.8251123
FOSB,0.01671728
CFB,0.008007319
C3,0.0716559
CKM,0.018993126
CKB,0.02033638
PRDX6,0.024017535
GSTP1,0.010078258
HSF1,0.90851885
HSBP1,0.0058152573
YWHAE,0.73128986
CCAR2,0.060273573
SIRT1,0.9480107
ID1,0.031872403
ETS2,0.1819899
ERF,0.3105194
MAP3K5,0.7786851
CDKN2B,0.76387334
CEBPB,0.9532756
CLEC4C,0.00051099167
FCER1G,0.000370001
CLEC4E,0.016683007
MAP3K14,0.06165419
CHUK,0.6365976
NFKB2,0.4318481
RELB,0.19521134
MALT1,0.050339557
CASP8,0.26939082
CD209,0.031589173
ICAM2,0.027335254
GTSE1,0.06586664
CDC20,0.22369488
MAD2L1,0.21608615
MYC,0.29613364
CDK2,0.5716653
CCNE1,0.7178888
GMNN,0.079866
CDT1,0.14327836
DBF4,0.016657025
CDC7,0.014444362
CCNA1,0.13797268
CCNA2,0.68443346
PHLDA1,0.013955894
CTDNEP1,0.027689654
CNEP1R1,0.008919667
ESPL1,0.052318078
PTTG1,0.07939645
MAU2,0.0036089886
NIPBL,0.030689202
FBXO5,0.03396851
FERMT2,0.034523636
FBLIM1,0.025837502
ITGB1,0.98076576
ILK,0.2986381
PARVA,0.024325572
ARHGEF6,0.26569876
PARVB,0.045947276
RSU1,0.017964175
LIMS1,0.10698262
ACTN1,0.2547946
ITGA6,0.07230088
ITGB4,0.07403091
CD47,0.022954153
SIRPA,0.034666073
SIRPG,0.008194945
NPHS1,0.03684389
KIRREL1,0.021579804
PPL,0.017551417
EVPL,0.03495072
KAZN,0.0014481836
KLK5,0.020411715
SPINK5,0.014593471
KLK12,0.012889901
SPINK6,0.3985768
KLK13,0.054786973
KLK14,0.008967053
SPINK9,0.009329939
FGFR1,0.92959464
ANOS1,0.051226277
ABCA1,0.37811184
APOA1,0.020301243
ANGPTL3,0.006900563
ANGPTL8,0.0017309289
UBA2,0.04936451
SAE1,0.020896677
CCND3,0.48506626
MAPK6,0.010569462
ITGA3,0.06490923
ITGA7,0.027687099
ITGA2,0.018147564
ITGA1,0.053294912
ATP6AP2,0.0028524066
REN,0.016262602
NSUN4,0.03983694
MTERF4,0.0031676197
ITGB3,0.7907122
ITGA2B,0.062017266
LDLR,0.1677721
PCSK9,0.021262137
TMEM173,0.0051586195
TBK1,0.15689288
CD27,0.004561426
CD70,0.047271658
EDAR,0.0045270002
EDA,0.016456572
EDA2R,0.008165187
TNFSF18,0.0089525385
TNFRSF18,0.038167953
TNFRSF4,0.0048020463
TNFSF4,0.0013436844
TNFRSF25,0.057469513
TNFSF15,0.006758029
TNFSF8,0.095648766
TNFRSF8,0.04941902
TNFSF9,0.047786396
TNFRSF9,0.002193575
PTK6,0.105134964
KHDRBS1,0.7094163
ARAP1,0.10788389
AKT1,0.92612994
DOK1,0.049702358
PTPN1,0.4695175
STAP2,0.128993
SOCS3,0.4727894
ITGA10,0.010935523
GP6,0.0045513217
RAF1,0.9727423
YWHAZ,0.42323807
PDPN,0.016290477
CLEC1B,0.010768138
PDGFA,0.04629395
PDGFB,0.00638787
ITGAM,0.0023810295
ITGB2,0.023029685
JAM2,0.008974751
JAM3,0.005343537
ITGA4,0.7756016
ITGAL,0.02279349
ITGAX,0.02633929
CD48,0.107992746
CD244,0.24304655
CD58,0.047443476
CD2,0.0030970767
ITGA5,0.08763463
JAML,0.0027055433
CXADR,0.0062561943
MIF,0.007696787
CD74,0.018031595
TEK,0.14914761
ANGPT1,0.05202737
ANGPT2,0.05833167
ANGPT4,0.01680613
INPP5D,0.08490481
PLCG1,0.96289885
BSG,0.0147561515
PPIL2,0.018570364
CAV1,0.9808399
PPIA,0.025112566
SLC7A7,0.014087662
SLC3A2,0.010801704
SLC7A8,0.00047452626
SLC7A9,0.008288666
SLC7A11,0.036374576
SLC7A5,0.03017552
SLC7A10,0.010180559
SLC7A6,0.004335271
GAD2,0.0020188158
GAD1,0.018687809
HTR3D,0.012237609
HTR3A,0.00070358743
HTR3E,0.036143947
HTR3B,0.0010241113
HTR3C,0.008034347
SMAD2,0.6545797
GBA,0.07079641
PSAP,0.16503708
LY86,0.0096686
CD180,0.004634513
COLEC11,0.009757547
MASP1,0.008322175
GJB1,0.003981975
GJB2,0.004124133
GJA1,0.012375513
TJP1,0.011090779
NEDD4,0.9818987
PPM1B,0.5505484
FLNB,0.10939826
IL33,0.009263256
IL1RL1,0.005378001
IL37,0.018387992
CSF2RB,0.3068419
CSF2RA,0.043474946
CSF2,0.00878169
IL5RA,0.0083133485
IL5,0.005277555
TEC,0.11445351
VAV1,0.56594664
BLNK,0.030940792
IL4R,0.116316415
IL13RA1,0.018230082
IL13,0.022467151
IL13RA2,0.011670769
IL7R,0.026844071
SMARCA4,0.93958527
BRWD1,0.04102047
IL22RA2,0.00023265822
IL22,0.0026305527
IFNLR1,0.0012086844
IL16,0.017179463
IL32,0.015384832
PRTN3,0.055102244
FLT3,0.022144997
FLT3LG,0.0032286814
CSF3,0.0112144025
CSF3R,0.039530072
TXLNA,0.026111733
STX1A,0.00028271356
GHR,0.110310815
PRLR,0.13598193
TRAF3,0.52003646
TNFRSF1B,0.19931133
CD40LG,0.015297947
CD40,0.032799717
TNFRSF13C,0.044872236
TNFSF13B,0.0949546
PAG1,0.11689579
CSK,0.59978104
PTPN22,0.070934586
LAT,0.0023716502
FYB1,0.03338435
NCK1,0.78676206
MAP3K7,0.9381994
TAB2,0.45785666
ICOS,0.020020401
ICOSLG,0.0070404955
TNFRSF14,0.013154513
BTLA,0.012839997
CD80,0.017933395
CD28,0.005477882
CD86,0.0012038815
NFKBIA,0.8931505
CLTC,0.9493999
CLTA,0.3236446
HLA-DMB,0.009843385
HLA-DMA,0.009570575
CD96,0.0987935
ITGB7,0.023030102
HLA-E,0.009883163
CDH1,0.8270084
KLRG1,0.0011190525
CD226,0.008470541
CD200,0.0058133253
CD200R1,0.007025833
HLA-G,0.006818757
KIR2DS2,0.07646177
CLEC2D,0.00025886932
KLRB1,0.02077484
XDH,0.042625185
BTN1A1,0.024695035
ITGB6,0.038299486
TGFB1,0.85989857
LTBP4,0.022549193
ITGA8,0.033308987
ITGB8,0.012742932
SNCAIP,0.049117044
PRKN,0.41188744
SNCA,0.624432
USP9X,0.05712713
SORL1,0.01632499
APP,0.9804205
ATG12,0.050977442
ATG7,0.03963683
ATG10,0.08998397
ATG5,0.023567617
CIDEA,0.006739459
CIDEC,0.029984316
PDGFRB,0.9317904
PDGFRA,0.97935814
TGFBR2,0.5520562
YWHAB,0.99062234
MAP2K2,0.23081881
MAP2K1,0.7620293
KSR1,0.19429289
MARK3,0.06891197
CDK9,0.6622503
CCNT1,0.45469904
ISCA2,0.016911093
ISCA1,0.008483819
NLRX1,0.014468209
MAVS,0.020076985
ROBO1,0.07534289
SLIT2,0.02294709
NTF3,0.010209633
AKAP5,0.1358696
ROBO3,0.024056962
CFH,0.087511696
CD19,0.0044792406
CD81,0.055463556
SERPING1,0.04145285
C1S,0.012145419
C1R,0.04335507
CPN2,0.022289531
CPN1,0.081259936
L1CAM,0.11802289
NRP1,0.030119319
ITGA9,0.063987635
MAPK3,0.98347974
MAPK1,0.44941834
C6,0.009596102
FARSA,0.019355718
FARSB,0.033884972
HBB,0.015358424
HBA1,0.04653898
HBA2,0.021029895
SMURF2,0.13571186
SMURF1,0.54580766
NEDD4L,0.20619534
STUB1,0.89910084
UBE2M,0.061833013
NEDD8,0.05543527
RNF20,0.037996396
RNF40,0.019205729
FRK,0.09570154
TRIM27,0.003780875
ITGA11,0.004371992
ITGAD,0.015203001
ITGAE,0.0035813337
HSPG2,0.072003365
LDHA,0.018941008
LDHB,0.0036839654
SUCLG1,0.002890015
SUCLG2,0.011819296
SUCLA2,0.008497973
TIMP1,0.011736612
MMP9,0.067134544
MMP14,0.44777185
TIMP2,0.05984156
RBBP7,0.26841417
HAT1,0.08407892
PAX3,0.1572441
NCOA1,0.97296697
BAP1,0.05364571
HCFC1,0.14589757
TAB1,0.39383003
SKP2,0.44053248
UFD1,0.038504448
VCP,0.15381327
YOD1,0.013455869
ZRANB1,0.0004918445
APC,0.9514969
ATXN3,0.008172775
STAMBP,0.029473195
STAM,0.112435155
NTRK3,0.6099408
PTPRS,0.07829124
SERPINE1,0.013566144
VTN,0.02151362
DAG1,0.5899927
AGRN,0.027834265
BCL10,0.51573366
SLIT1,0.036746573
RALGAPA2,0.007291383
RALGAPB,0.019984825
GOLGB1,0.033038773
ACBD3,0.010652964
HPS4,0.010727832
HPS1,0.03606065
INHBB,0.009270136
INHBA,0.040707845
FAM20A,0.006403442
FAM20C,0.023464233
PARP1,0.844298
RAD52,0.05148147
RNF168,0.03943816
SP100,0.18632396
TDG,0.5907214
WRN,0.053880155
XPC,0.012561991
MITF,0.13694037
SP3,0.09438404
TP53BP1,0.86426216
CDKN2A,0.33060366
HIC1,0.4754581
FOXL2,0.021984119
DDX17,0.20929193
SATB1,0.3315103
SUZ12,0.1628321
HDAC4,0.96613544
HDAC1,0.8756426
HDAC2,0.60545707
CHD3,0.09268922
HNRNPC,0.032306284
NOP58,0.012025856
TOP1,0.12015631
TOP2A,0.37802896
TOP2B,0.50747496
SETDB1,0.040985625
ATF7IP,0.1517495
PRMT5,0.32179505
WDR77,0.30378655
PINK1,0.026622845
ERBB4,0.8652166
RELN,0.1489638
VLDLR,0.01888071
ASGR1,0.0004496713
ASGR2,0.0007065432
EGR1,0.8867557
SALL4,0.025983442
MAF1,0.030038059
ARHGAP35,0.020409755
RASA1,0.7186852
BCAR1,0.72815216
RXRG,0.029067291
RARG,0.09411429
RXRA,0.65358114
RARA,0.5667273
RXRB,0.07088266
RARB,0.076944746
PPARD,0.3820211
NRP2,0.0177795
FLT1,0.22526279
KITLG,0.080452286
KIT,0.3122836
PRKCA,0.46408883
PTPRU,0.068226084
NCOR1,0.31137687
TNS4,0.052424222
MET,0.20407331
LRIG1,0.043325216
PAN2,0.12139258
PAN3,0.015065381
POMT2,0.005505148
POMT1,0.0009246248
C1GALT1C1,0.009864312
C1GALT1,0.020406762
PMPCA,0.020747166
PMPCB,0.004878785
ATF6,0.13368742
HSPA5,0.50388235
EIF2AK3,0.028339576
ERN1,0.04238892
PIK3R4,0.041361865
PIK3C3,0.072267324
TKFC,0.022729192
IFIH1,0.014505147
CFL1,0.28310564
LIMK1,0.22203523
PGLYRP4,0.0108935945
PGLYRP3,0.0138237765
PPARG,0.8216363
SLC3A1,0.004552141
DACT1,0.11402709
AXIN1,0.7986264
GSK3B,0.9732545
PFKP,0.018682742
PFKL,0.014935933
PFKM,0.110905685
GCKR,0.019339362
GCK,0.03583402
ANK1,0.009240597
NRCAM,0.075978756
CNTN2,0.054355573
CHL1,0.011217772
NFASC,0.036476012
DCX,0.017444765
SDCBP,0.23461261
PLXNB1,0.20496361
ERBB2,0.98234487
TLN1,0.022993706
PIP5K1C,0.05170234
PLXND1,0.009889797
SEMA3E,0.0073969965
SEMA4A,0.035512276
PTPRC,0.32679874
SEMA4D,0.091405466
CD72,0.004940812
PLXNC1,0.0013313865
SEMA7A,0.01792456
FYN,0.79474723
ROBO2,0.0040130443
SAV1,0.16417563
STK3,0.11010577
STK4,0.08143403
TJP2,0.1595378
WWTR1,0.30680513
ADD2,0.047816258
ADD1,0.31853944
ADD3,0.062805146
AZGP1,0.04762231
PIP,0.009322666
LRRC8A,0.0038609784
LRRC8B,0.015472376
LRRC8E,0.008485467
LRRC8D,0.0046932017
LRRC8C,0.013841995
CDC25C,0.35521042
SRPRB,0.0043604295
SRPRA,0.04143517
MLXIPL,0.03652882
MLX,0.004359593
SLC16A3,0.0053179855
SLC16A1,0.010820842
PAK1,0.95089
NF2,0.93596375
FLNA,0.6418848
PKN1,0.24728845
CIT,0.1940908
CDKN1B,0.81366557
CFTR,0.39434958
GOPC,0.02970544
NAE1,0.018772393
UBA3,0.02357588
UBE2F,0.030955413
CUL4B,0.18800008
CUL4A,0.051355883
RBX1,0.24101242
CUL9,0.025658948
LEPR,0.067609794
TIMM13,0.010787086
TIMM8B,0.03370019
TIMM8A,0.015351928
TIMM10,0.019616159
TIMM9,0.0019698855
RNGTT,0.02016162
RNMT,0.023663357
SRRM1,0.11206707
SRRM2,0.073319316
EPRS,0.026089117
DUS2,0.016837832
WDR4,0.013650907
METTL1,0.017242543
QTRT1,0.009405065
QTRT2,0.0049020643
TRMT6,0.019182049
TRMT61A,0.021201765
PIGX,0.030004598
PIGM,0.01990249
PIGF,0.0005295509
PIGO,0.018484468
PIGG,0.0045078103
EIF4A2,0.043081757
EIF4A1,0.038289864
PSEN1,0.7499955
NCSTN,0.16493012
PPP1CC,0.30796814
PPP1R15A,0.07481248
MMADHC,0.047078557
MMACHC,0.012695198
GP1BB,0.019953134
GP1BA,0.032932676
HLA-DOA,0.0014140891
HLA-DOB,0.0010663474
NFKBIE,0.10539643
REL,0.047568154
TLE1,0.22687455
STXBP3,0.015240861
ATP6V0D2,0.010745554
ATP6V0D1,0.002184814
ORC2,0.069041714
MCM8,0.034106795
CD8B,0.007852013
CD8A,0.024932213
CD3E,0.032007143
CD3G,0.0011929629
CD3D,0.0128555335
SEC31A,0.0030694983
SEC13,0.029746354
KLRD1,0.0033140036
KLRC2,0.006252167
STXBP1,0.018068654
BMI1,0.12417023
CBX4,0.3127243
HSP90AA1,0.9610234
FKBP6,0.036722086
TTC21B,0.008903503
WDR35,0.03467161
PTK2,0.8201408
MAFB,0.11948073
VAMP2,0.0031986712
DDB1,0.318488
IL17A,0.026710534
IL17F,0.019656604
KHSRP,0.06007659
PBX1,0.047688942
PKNOX1,0.0054733274
DLG3,0.0136824995
DLG4,0.772967
CD1A,0.015200188
CD1B,0.031681582
CD1D,0.033831064
CD1C,0.009715402
RAG2,0.028149733
RAG1,0.057565875
ERLIN1,0.008178559
ERLIN2,0.095620036
ZFHX3,0.00820251
OTUB1,0.0064376756
RNF128,0.021978972
HSD17B10,0.057246156
TRMT10C,0.030815601
ZNF335,0.03402722
CNOT6,0.036387146
RFX6,0.0014540711
IL6ST,0.21364763
CUL5,0.029976368
CUL3,0.44981098
CUL2,0.068421766
PHB2,0.055554356
PHB,0.055717804
RANGAP1,0.03369595
DCTN3,0.06047557
DCTN2,0.07250214
CRLF2,0.019079588
OSMR,0.019951582
RSF1,0.10581764
CASP1,0.10953099
NR1H3,0.13083163
NR1H2,0.1676643
PEX14,0.048433058
PEX13,0.027406609
GRIN1,0.40670222
GRIN2B,0.63016766
WASL,0.01542626
ITSN1,0.027492775
IFNGR1,0.04084227
IFNGR2,0.0027569444
CLOCK,0.024977459
ARNTL2,0.009273891
MSH4,0.016088972
MSH5,0.021288663
MLH3,0.32693565
POLR3D,0.0008256252
POLR3E,0.002964452
POLR3H,0.025025021
CRCP,0.0048240204
CYBB,0.16280934
CYBA,0.011068584
BCKDHB,0.015649518
BCKDHA,0.048640005
MAT2A,0.040945563
MAT2B,0.02435327
CYP1A2,0.025192281
POR,0.0037101281
CYP2C19,0.007962981
PDHA2,0.015788704
PDHB,0.33261904
PDHA1,0.0017090848
SDHB,0.0009375951
SDHA,0.00471851
PDP1,0.026437445
